<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2021.06.25	14:00:00	1.19456	1.19655	1.19385	1.19578	8579	0	50
2021.06.25	16:00:00	1.19579	1.19752	1.19497	1.19499	10321	0	50
2021.06.25	18:00:00	1.19500	1.19521	1.19324	1.19373	6026	0	50
2021.06.25	20:00:00	1.19373	1.19377	1.19265	1.19313	3571	0	50
2021.06.25	22:00:00	1.19311	1.19425	1.19308	1.19370	2357	0	1
2021.06.28	00:00:00	1.19316	1.19402	1.19284	1.19388	1230	0	1
2021.06.28	02:00:00	1.19388	1.19421	1.19325	1.19368	2912	0	1
2021.06.28	04:00:00	1.19364	1.19384	1.19202	1.19240	4607	0	50
2021.06.28	06:00:00	1.19239	1.19263	1.19211	1.19225	2662	0	50
2021.06.28	08:00:00	1.19225	1.19335	1.19219	1.19307	4614	0	50
2021.06.28	10:00:00	1.19307	1.19445	1.19254	1.19415	8428	0	50
2021.06.28	12:00:00	1.19416	1.19440	1.19334	1.19386	5554	0	50
2021.06.28	14:00:00	1.19386	1.19389	1.19025	1.19215	8309	0	50
2021.06.28	16:00:00	1.19215	1.19398	1.19111	1.19263	10478	0	50
2021.06.28	18:00:00	1.19264	1.19382	1.19205	1.19227	6186	0	50
2021.06.28	20:00:00	1.19227	1.19291	1.19200	1.19233	3838	0	50
2021.06.28	22:00:00	1.19234	1.19260	1.19219	1.19242	1856	0	1
2021.06.29	00:00:00	1.19230	1.19293	1.19216	1.19251	1388	0	1
2021.06.29	02:00:00	1.19251	1.19298	1.19178	1.19192	2793	0	1
2021.06.29	04:00:00	1.19192	1.19247	1.19126	1.19140	3977	0	50
2021.06.29	06:00:00	1.19140	1.19152	1.19077	1.19106	3487	0	1
2021.06.29	08:00:00	1.19106	1.19231	1.19105	1.19197	4018	0	50
2021.06.29	10:00:00	1.19197	1.19219	1.18994	1.19014	7906	0	50
2021.06.29	12:00:00	1.19016	1.19133	1.18971	1.19060	5683	0	1
2021.06.29	14:00:00	1.19060	1.19076	1.18798	1.18826	9665	0	50
2021.06.29	16:00:00	1.18826	1.19082	1.18777	1.19046	10546	0	50
2021.06.29	18:00:00	1.19046	1.19115	1.18961	1.18961	6407	0	50
2021.06.29	20:00:00	1.18961	1.19055	1.18931	1.19008	3269	0	50
2021.06.29	22:00:00	1.19008	1.19029	1.18947	1.18960	2454	0	1
2021.06.30	00:00:00	1.18954	1.19036	1.18946	1.18996	2356	0	1
2021.06.30	02:00:00	1.18995	1.19067	1.18966	1.19001	2882	0	1
2021.06.30	04:00:00	1.19001	1.19090	1.18967	1.19030	4100	0	10
2021.06.30	06:00:00	1.19029	1.19045	1.18978	1.18997	3314	0	9
2021.06.30	08:00:00	1.18996	1.19081	1.18941	1.19049	4616	0	1
2021.06.30	10:00:00	1.19049	1.19054	1.18851	1.18863	8744	0	50
2021.06.30	12:00:00	1.18864	1.18981	1.18837	1.18893	7322	0	50
2021.06.30	14:00:00	1.18893	1.18949	1.18761	1.18823	8973	0	50
2021.06.30	16:00:00	1.18824	1.18825	1.18498	1.18594	12401	0	50
2021.06.30	18:00:00	1.18595	1.18699	1.18452	1.18485	8488	0	50
2021.06.30	20:00:00	1.18485	1.18571	1.18462	1.18478	3949	0	50
2021.06.30	22:00:00	1.18478	1.18615	1.18462	1.18560	3416	0	1
2021.07.01	00:00:00	1.18559	1.18597	1.18541	1.18575	1837	0	1
2021.07.01	02:00:00	1.18575	1.18604	1.18466	1.18487	2973	0	1
2021.07.01	04:00:00	1.18488	1.18543	1.18475	1.18502	3850	0	50
2021.07.01	06:00:00	1.18502	1.18518	1.18462	1.18490	2582	0	50
2021.07.01	08:00:00	1.18490	1.18559	1.18374	1.18547	6057	0	50
2021.07.01	10:00:00	1.18546	1.18600	1.18385	1.18447	9172	0	50
2021.07.01	12:00:00	1.18445	1.18668	1.18404	1.18668	7703	0	50
2021.07.01	14:00:00	1.18666	1.18842	1.18642	1.18783	9213	0	50
2021.07.01	16:00:00	1.18785	1.18822	1.18573	1.18682	11608	0	50
2021.07.01	18:00:00	1.18679	1.18683	1.18471	1.18491	8459	0	50
2021.07.01	20:00:00	1.18489	1.18549	1.18413	1.18416	4137	0	50
2021.07.01	22:00:00	1.18416	1.18507	1.18410	1.18497	2725	0	2
2021.07.02	00:00:00	1.18491	1.18516	1.18425	1.18463	1434	0	1
2021.07.02	02:00:00	1.18463	1.18478	1.18409	1.18430	2466	0	1
2021.07.02	04:00:00	1.18429	1.18467	1.18404	1.18415	4513	0	50
2021.07.02	06:00:00	1.18415	1.18463	1.18409	1.18447	2445	0	1
2021.07.02	08:00:00	1.18447	1.18480	1.18354	1.18388	3808	0	50
2021.07.02	10:00:00	1.18388	1.18392	1.18224	1.18278	8048	0	50
2021.07.02	12:00:00	1.18278	1.18326	1.18205	1.18272	5721	0	50
2021.07.02	14:00:00	1.18272	1.18570	1.18071	1.18474	12175	0	50
2021.07.02	16:00:00	1.18471	1.18592	1.18259	1.18430	16104	0	50
2021.07.02	18:00:00	1.18429	1.18508	1.18391	1.18435	7095	0	50
2021.07.02	20:00:00	1.18435	1.18743	1.18414	1.18682	5503	0	50
2021.07.02	22:00:00	1.18681	1.18692	1.18629	1.18646	2515	0	1
2021.07.05	00:00:00	1.18576	1.18709	1.18542	1.18586	1176	0	1
2021.07.05	02:00:00	1.18586	1.18620	1.18536	1.18573	2796	0	1
2021.07.05	04:00:00	1.18573	1.18627	1.18519	1.18537	4393	0	50
2021.07.05	06:00:00	1.18538	1.18584	1.18515	1.18571	2054	0	50
2021.07.05	08:00:00	1.18571	1.18665	1.18519	1.18634	4383	0	50
2021.07.05	10:00:00	1.18632	1.18734	1.18522	1.18703	7362	0	50
2021.07.05	12:00:00	1.18702	1.18804	1.18691	1.18770	5322	0	50
2021.07.05	14:00:00	1.18769	1.18805	1.18602	1.18634	5089	0	50
2021.07.05	16:00:00	1.18635	1.18663	1.18555	1.18618	4963	0	50
2021.07.05	18:00:00	1.18618	1.18693	1.18613	1.18676	3626	0	50
2021.07.05	20:00:00	1.18676	1.18695	1.18661	1.18684	2766	0	1
2021.07.05	22:00:00	1.18684	1.18698	1.18599	1.18634	3330	0	1
2021.07.06	00:00:00	1.18619	1.18695	1.18588	1.18642	1397	0	1
2021.07.06	02:00:00	1.18642	1.18665	1.18602	1.18608	3097	0	1
2021.07.06	04:00:00	1.18607	1.18720	1.18583	1.18719	4507	0	50
2021.07.06	06:00:00	1.18717	1.18760	1.18702	1.18744	4230	0	50
2021.07.06	08:00:00	1.18744	1.18950	1.18741	1.18904	5830	0	50
2021.07.06	10:00:00	1.18904	1.18924	1.18427	1.18453	10689	0	50
2021.07.06	12:00:00	1.18454	1.18512	1.18313	1.18397	7538	0	50
2021.07.06	14:00:00	1.18398	1.18467	1.18334	1.18362	8142	0	50
2021.07.06	16:00:00	1.18360	1.18427	1.18206	1.18292	16206	0	50
2021.07.06	18:00:00	1.18295	1.18306	1.18067	1.18146	11001	0	50
2021.07.06	20:00:00	1.18146	1.18269	1.18132	1.18235	4554	0	50
2021.07.06	22:00:00	1.18235	1.18280	1.18199	1.18231	2451	0	1
2021.07.07	00:00:00	1.18235	1.18243	1.18166	1.18198	1723	0	1
2021.07.07	02:00:00	1.18198	1.18250	1.18154	1.18209	3576	0	1
2021.07.07	04:00:00	1.18209	1.18252	1.18176	1.18197	5014	0	50
2021.07.07	06:00:00	1.18197	1.18269	1.18188	1.18237	3113	0	50
2021.07.07	08:00:00	1.18236	1.18346	1.18218	1.18270	5522	0	50
2021.07.07	10:00:00	1.18270	1.18322	1.18121	1.18241	8958	0	50
2021.07.07	12:00:00	1.18239	1.18306	1.18173	1.18203	6743	0	50
2021.07.07	14:00:00	1.18202	1.18362	1.18126	1.18159	8865	0	50
2021.07.07	16:00:00	1.18159	1.18182	1.17817	1.17987	12968	0	50
2021.07.07	18:00:00	1.17986	1.18057	1.17920	1.18002	7369	0	50
2021.07.07	20:00:00	1.18002	1.18207	1.17979	1.18054	8124	0	50
2021.07.07	22:00:00	1.18054	1.18067	1.17894	1.17903	3957	0	1
2021.07.08	00:00:00	1.17899	1.17983	1.17886	1.17973	1544	0	1
2021.07.08	02:00:00	1.17975	1.17989	1.17894	1.17909	3035	0	1
2021.07.08	04:00:00	1.17910	1.17952	1.17836	1.17907	5386	0	50
2021.07.08	06:00:00	1.17901	1.17961	1.17895	1.17961	3085	0	50
2021.07.08	08:00:00	1.17962	1.18068	1.17924	1.17972	7855	0	50
2021.07.08	10:00:00	1.17973	1.18251	1.17952	1.18224	14812	0	50
2021.07.08	12:00:00	1.18223	1.18415	1.18213	1.18406	10609	0	50
2021.07.08	14:00:00	1.18406	1.18593	1.18329	1.18513	12659	0	50
2021.07.08	16:00:00	1.18513	1.18679	1.18437	1.18531	15164	0	50
2021.07.08	18:00:00	1.18529	1.18597	1.18368	1.18445	8413	0	50
2021.07.08	20:00:00	1.18445	1.18464	1.18351	1.18393	4780	0	50
2021.07.08	22:00:00	1.18394	1.18486	1.18391	1.18449	3657	0	4
2021.07.09	00:00:00	1.18440	1.18491	1.18395	1.18452	1465	0	1
2021.07.09	02:00:00	1.18455	1.18502	1.18384	1.18408	5025	0	1
2021.07.09	04:00:00	1.18407	1.18437	1.18351	1.18366	7171	0	50
2021.07.09	06:00:00	1.18365	1.18399	1.18316	1.18318	4449	0	50
2021.07.09	08:00:00	1.18318	1.18360	1.18251	1.18278	7409	0	50
2021.07.09	10:00:00	1.18276	1.18468	1.18252	1.18325	10196	0	50
2021.07.09	12:00:00	1.18325	1.18629	1.18289	1.18570	9131	0	50
2021.07.09	14:00:00	1.18570	1.18688	1.18553	1.18686	8581	0	50
2021.07.09	16:00:00	1.18686	1.18748	1.18605	1.18643	9377	0	50
2021.07.09	18:00:00	1.18643	1.18696	1.18555	1.18681	5921	0	50
2021.07.09	20:00:00	1.18681	1.18776	1.18671	1.18764	2732	0	50
2021.07.09	22:00:00	1.18764	1.18811	1.18747	1.18774	2492	0	1
2021.07.12	00:00:00	1.18715	1.18767	1.18670	1.18756	1448	0	1
2021.07.12	02:00:00	1.18758	1.18763	1.18698	1.18754	2824	0	1
2021.07.12	04:00:00	1.18756	1.18802	1.18688	1.18714	4800	0	50
2021.07.12	06:00:00	1.18714	1.18731	1.18653	1.18684	2545	0	1
2021.07.12	08:00:00	1.18684	1.18701	1.18561	1.18624	4223	0	1
2021.07.12	10:00:00	1.18624	1.18799	1.18581	1.18706	7439	0	50
2021.07.12	12:00:00	1.18706	1.18735	1.18424	1.18450	6948	0	50
2021.07.12	14:00:00	1.18451	1.18568	1.18361	1.18531	6918	0	50
2021.07.12	16:00:00	1.18532	1.18742	1.18509	1.18672	9314	0	50
2021.07.12	18:00:00	1.18672	1.18680	1.18510	1.18576	4838	0	50
2021.07.12	20:00:00	1.18575	1.18609	1.18550	1.18579	3117	0	50
2021.07.12	22:00:00	1.18578	1.18621	1.18552	1.18606	2184	0	1
2021.07.13	00:00:00	1.18593	1.18653	1.18583	1.18627	1283	0	1
2021.07.13	02:00:00	1.18628	1.18687	1.18586	1.18666	2254	0	1
2021.07.13	04:00:00	1.18666	1.18741	1.18621	1.18733	4300	0	50
2021.07.13	06:00:00	1.18733	1.18752	1.18631	1.18637	2987	0	50
2021.07.13	08:00:00	1.18638	1.18650	1.18529	1.18540	4568	0	50
2021.07.13	10:00:00	1.18540	1.18654	1.18411	1.18498	6668	0	50
2021.07.13	12:00:00	1.18498	1.18498	1.18359	1.18465	4818	0	50
2021.07.13	14:00:00	1.18466	1.18510	1.17942	1.17994	11239	0	50
2021.07.13	16:00:00	1.17994	1.18327	1.17919	1.18227	15031	0	50
2021.07.13	18:00:00	1.18227	1.18259	1.18030	1.18043	5717	0	50
2021.07.13	20:00:00	1.18042	1.18043	1.17821	1.17826	6556	0	50
2021.07.13	22:00:00	1.17826	1.17842	1.17724	1.17765	3747	0	1
2021.07.14	00:00:00	1.17761	1.17805	1.17734	1.17783	1780	0	1
2021.07.14	02:00:00	1.17780	1.17791	1.17719	1.17764	3512	0	1
2021.07.14	04:00:00	1.17765	1.17846	1.17758	1.17840	5615	0	50
2021.07.14	06:00:00	1.17839	1.17855	1.17812	1.17838	2308	0	1
2021.07.14	08:00:00	1.17839	1.17960	1.17824	1.17916	4445	0	50
2021.07.14	10:00:00	1.17915	1.17994	1.17800	1.17838	8102	0	50
2021.07.14	12:00:00	1.17839	1.17998	1.17757	1.17977	6248	0	50
2021.07.14	14:00:00	1.17976	1.18280	1.17972	1.18219	10155	0	50
2021.07.14	16:00:00	1.18219	1.18281	1.18130	1.18198	13479	0	50
2021.07.14	18:00:00	1.18198	1.18352	1.18173	1.18323	7598	0	50
2021.07.14	20:00:00	1.18322	1.18356	1.18255	1.18301	4328	0	50
2021.07.14	22:00:00	1.18302	1.18388	1.18296	1.18358	3231	0	1
2021.07.15	00:00:00	1.18349	1.18383	1.18338	1.18358	1443	0	1
2021.07.15	02:00:00	1.18360	1.18387	1.18288	1.18333	4690	0	1
2021.07.15	04:00:00	1.18334	1.18343	1.18213	1.18236	6616	0	50
2021.07.15	06:00:00	1.18234	1.18349	1.18233	1.18310	3226	0	1
2021.07.15	08:00:00	1.18310	1.18465	1.18310	1.18349	5696	0	50
2021.07.15	10:00:00	1.18349	1.18506	1.18257	1.18490	8237	0	50
2021.07.15	12:00:00	1.18489	1.18497	1.18168	1.18174	8351	0	50
2021.07.15	14:00:00	1.18175	1.18218	1.18038	1.18067	9151	0	50
2021.07.15	16:00:00	1.18066	1.18234	1.18049	1.18178	10986	0	50
2021.07.15	18:00:00	1.18178	1.18198	1.18007	1.18030	6461	0	50
2021.07.15	20:00:00	1.18029	1.18074	1.17962	1.18072	5980	0	50
2021.07.15	22:00:00	1.18072	1.18129	1.18062	1.18118	3244	0	1
2021.07.16	00:00:00	1.18118	1.18152	1.17987	1.18137	1802	0	1
2021.07.16	02:00:00	1.18138	1.18170	1.18100	1.18114	3500	0	1
2021.07.16	04:00:00	1.18114	1.18119	1.18021	1.18078	5366	0	50
2021.07.16	06:00:00	1.18078	1.18125	1.18069	1.18095	3634	0	50
2021.07.16	08:00:00	1.18095	1.18135	1.18041	1.18101	4561	0	50
2021.07.16	10:00:00	1.18101	1.18195	1.17969	1.18182	8875	0	50
2021.07.16	12:00:00	1.18182	1.18224	1.18010	1.18023	6707	0	50
2021.07.16	14:00:00	1.18023	1.18054	1.17921	1.18019	8388	0	50
2021.07.16	16:00:00	1.18019	1.18135	1.17959	1.18089	12399	0	50
2021.07.16	18:00:00	1.18089	1.18143	1.18032	1.18111	6345	0	50
2021.07.16	20:00:00	1.18111	1.18186	1.18070	1.18092	5532	0	50
2021.07.16	22:00:00	1.18091	1.18094	1.18029	1.18055	3663	0	1
2021.07.19	00:00:00	1.18054	1.18102	1.18036	1.18097	960	0	1
2021.07.19	02:00:00	1.18097	1.18138	1.18010	1.18020	3838	0	1
2021.07.19	04:00:00	1.18020	1.18067	1.17979	1.18036	5076	0	50
2021.07.19	06:00:00	1.18036	1.18087	1.18022	1.18063	2449	0	1
2021.07.19	08:00:00	1.18062	1.18087	1.17973	1.17974	4347	0	50
2021.07.19	10:00:00	1.17974	1.17987	1.17654	1.17732	10473	0	50
2021.07.19	12:00:00	1.17732	1.17829	1.17656	1.17763	8472	0	50
2021.07.19	14:00:00	1.17763	1.17885	1.17640	1.17869	10251	0	50
2021.07.19	16:00:00	1.17869	1.18243	1.17838	1.18056	17068	0	50
2021.07.19	18:00:00	1.18056	1.18100	1.17944	1.17991	8925	0	50
2021.07.19	20:00:00	1.17990	1.18025	1.17912	1.17915	5416	0	50
2021.07.19	22:00:00	1.17918	1.18009	1.17918	1.17987	3682	0	1
2021.07.20	00:00:00	1.17980	1.18011	1.17940	1.17940	1761	0	1
2021.07.20	02:00:00	1.17940	1.17994	1.17900	1.17949	2201	0	1
2021.07.20	04:00:00	1.17949	1.18022	1.17918	1.17945	4334	0	1
2021.07.20	06:00:00	1.17945	1.17954	1.17880	1.17886	3730	0	1
2021.07.20	08:00:00	1.17886	1.17888	1.17756	1.17783	5307	0	1
2021.07.20	10:00:00	1.17783	1.17950	1.17723	1.17878	9761	0	50
2021.07.20	12:00:00	1.17878	1.18025	1.17812	1.17822	7998	0	50
2021.07.20	14:00:00	1.17821	1.17928	1.17651	1.17726	8981	0	50
2021.07.20	16:00:00	1.17725	1.17807	1.17558	1.17643	12235	0	50
2021.07.20	18:00:00	1.17641	1.17798	1.17562	1.17776	7110	0	50
2021.07.20	20:00:00	1.17776	1.17860	1.17738	1.17818	4735	0	50
2021.07.20	22:00:00	1.17818	1.17847	1.17794	1.17805	2413	0	1
2021.07.21	00:00:00	1.17796	1.17832	1.17762	1.17827	1258	0	1
2021.07.21	02:00:00	1.17827	1.17830	1.17780	1.17799	1870	0	1
2021.07.21	04:00:00	1.17800	1.17804	1.17702	1.17726	3000	0	50
2021.07.21	06:00:00	1.17725	1.17772	1.17711	1.17724	1873	0	1
2021.07.21	08:00:00	1.17724	1.17761	1.17604	1.17632	4811	0	1
2021.07.21	10:00:00	1.17630	1.17821	1.17519	1.17794	8771	0	50
2021.07.21	12:00:00	1.17795	1.17803	1.17680	1.17723	4995	0	50
2021.07.21	14:00:00	1.17723	1.17785	1.17599	1.17662	6604	0	50
2021.07.21	16:00:00	1.17662	1.17983	1.17623	1.17897	9645	0	50
2021.07.21	18:00:00	1.17895	1.18038	1.17862	1.17932	6279	0	50
2021.07.21	20:00:00	1.17932	1.18007	1.17917	1.18002	4238	0	50
2021.07.21	22:00:00	1.18002	1.18047	1.17919	1.17946	3175	0	1
2021.07.22	00:00:00	1.17907	1.17996	1.17878	1.17930	1570	0	1
2021.07.22	02:00:00	1.17930	1.17955	1.17881	1.17884	2048	0	1
2021.07.22	04:00:00	1.17884	1.17986	1.17867	1.17902	2834	0	1
2021.07.22	06:00:00	1.17903	1.18001	1.17903	1.17969	1786	0	1
2021.07.22	08:00:00	1.17969	1.18014	1.17906	1.17948	3728	0	2
2021.07.22	10:00:00	1.17948	1.18020	1.17792	1.17967	7245	0	50
2021.07.22	12:00:00	1.17967	1.17998	1.17850	1.17915	4989	0	50
2021.07.22	14:00:00	1.17915	1.18135	1.17708	1.17998	13747	0	50
2021.07.22	16:00:00	1.17998	1.18303	1.17826	1.17912	13299	0	50
2021.07.22	18:00:00	1.17911	1.17921	1.17575	1.17629	7252	0	50
2021.07.22	20:00:00	1.17630	1.17728	1.17576	1.17715	3953	0	50
2021.07.22	22:00:00	1.17716	1.17762	1.17668	1.17707	2361	0	1
2021.07.23	00:00:00	1.17705	1.17763	1.17605	1.17725	2492	0	1
2021.07.23	02:00:00	1.17725	1.17799	1.17712	1.17780	1701	0	1
2021.07.23	04:00:00	1.17780	1.17804	1.17707	1.17742	1935	0	1
2021.07.23	06:00:00	1.17742	1.17761	1.17673	1.17678	2377	0	1
2021.07.23	08:00:00	1.17678	1.17746	1.17629	1.17718	3786	0	1
2021.07.23	10:00:00	1.17718	1.17865	1.17644	1.17745	8226	0	50
2021.07.23	12:00:00	1.17746	1.17772	1.17601	1.17636	5586	0	50
2021.07.23	14:00:00	1.17636	1.17811	1.17544	1.17797	6189	0	50
2021.07.23	16:00:00	1.17797	1.17805	1.17548	1.17621	7410	0	50
2021.07.23	18:00:00	1.17621	1.17696	1.17581	1.17683	4865	0	1
2021.07.23	20:00:00	1.17683	1.17736	1.17682	1.17713	2670	0	1
2021.07.23	22:00:00	1.17713	1.17760	1.17687	1.17689	1853	0	1
2021.07.26	00:00:00	1.17677	1.17747	1.17677	1.17741	964	0	1
2021.07.26	02:00:00	1.17741	1.17745	1.17635	1.17664	2649	0	1
2021.07.26	04:00:00	1.17665	1.17756	1.17654	1.17719	3880	0	1
2021.07.26	06:00:00	1.17719	1.17803	1.17708	1.17785	1804	0	1
2021.07.26	08:00:00	1.17786	1.17849	1.17709	1.17721	4864	0	1
2021.07.26	10:00:00	1.17720	1.18000	1.17671	1.17840	8650	0	50
2021.07.26	12:00:00	1.17839	1.17993	1.17811	1.17917	5768	0	1
2021.07.26	14:00:00	1.17916	1.17975	1.17792	1.17830	6263	0	50
2021.07.26	16:00:00	1.17829	1.18173	1.17799	1.18078	9172	0	50
2021.07.26	18:00:00	1.18079	1.18149	1.18066	1.18124	4531	0	50
2021.07.26	20:00:00	1.18124	1.18134	1.18002	1.18002	2679	0	1
2021.07.26	22:00:00	1.18002	1.18072	1.17993	1.18029	2636	0	1
2021.07.27	00:00:00	1.18030	1.18059	1.17991	1.18005	1764	0	1
2021.07.27	02:00:00	1.18004	1.18122	1.17999	1.18085	2678	0	1
2021.07.27	04:00:00	1.18086	1.18090	1.18017	1.18059	6011	0	50
2021.07.27	06:00:00	1.18060	1.18065	1.18008	1.18022	3656	0	1
2021.07.27	08:00:00	1.18022	1.18024	1.17881	1.17882	4872	0	1
2021.07.27	10:00:00	1.17882	1.17883	1.17701	1.17779	9020	0	50
2021.07.27	12:00:00	1.17776	1.17898	1.17746	1.17887	4768	0	50
2021.07.27	14:00:00	1.17887	1.18195	1.17858	1.18186	6138	0	50
2021.07.27	16:00:00	1.18186	1.18277	1.18008	1.18250	10775	0	50
2021.07.27	18:00:00	1.18250	1.18369	1.18237	1.18362	7980	0	50
2021.07.27	20:00:00	1.18361	1.18411	1.18228	1.18229	3869	0	1
2021.07.27	22:00:00	1.18228	1.18233	1.18153	1.18165	2890	0	1
2021.07.28	00:00:00	1.18159	1.18196	1.18136	1.18169	1120	0	1
2021.07.28	02:00:00	1.18169	1.18239	1.18126	1.18141	2076	0	1
2021.07.28	04:00:00	1.18140	1.18250	1.18140	1.18250	3536	0	1
2021.07.28	06:00:00	1.18250	1.18275	1.18196	1.18196	1874	0	1
2021.07.28	08:00:00	1.18196	1.18200	1.18034	1.18039	3566	0	1
2021.07.28	10:00:00	1.18039	1.18302	1.18023	1.18288	5822	0	50
2021.07.28	12:00:00	1.18289	1.18289	1.18015	1.18043	4804	0	50
2021.07.28	14:00:00	1.18044	1.18123	1.17918	1.17988	5902	0	50
2021.07.28	16:00:00	1.17989	1.18052	1.17833	1.17996	8381	0	50
2021.07.28	18:00:00	1.17997	1.18160	1.17975	1.18145	5470	0	50
2021.07.28	20:00:00	1.18145	1.18430	1.17721	1.18384	14752	0	50
2021.07.28	22:00:00	1.18386	1.18494	1.18304	1.18441	6904	0	1
2021.07.29	00:00:00	1.18431	1.18461	1.18402	1.18447	1313	0	1
2021.07.29	02:00:00	1.18444	1.18470	1.18407	1.18435	2016	0	1
2021.07.29	04:00:00	1.18435	1.18575	1.18418	1.18546	4500	0	1
2021.07.29	06:00:00	1.18545	1.18588	1.18508	1.18564	2314	0	1
2021.07.29	08:00:00	1.18564	1.18635	1.18503	1.18524	4638	0	1
2021.07.29	10:00:00	1.18525	1.18796	1.18519	1.18766	6405	0	50
2021.07.29	12:00:00	1.18767	1.18801	1.18694	1.18752	4113	0	50
2021.07.29	14:00:00	1.18755	1.18852	1.18700	1.18842	6153	0	50
2021.07.29	16:00:00	1.18842	1.18892	1.18759	1.18857	7900	0	50
2021.07.29	18:00:00	1.18857	1.18910	1.18784	1.18846	4376	0	50
2021.07.29	20:00:00	1.18846	1.18913	1.18800	1.18913	2817	0	1
2021.07.29	22:00:00	1.18913	1.18927	1.18845	1.18865	2499	0	1
2021.07.30	00:00:00	1.18858	1.18911	1.18826	1.18905	1090	0	1
2021.07.30	02:00:00	1.18907	1.18943	1.18814	1.18814	2679	0	1
2021.07.30	04:00:00	1.18815	1.18845	1.18787	1.18808	4295	0	1
2021.07.30	06:00:00	1.18808	1.18832	1.18775	1.18785	2478	0	1
2021.07.30	08:00:00	1.18785	1.18857	1.18749	1.18855	3606	0	1
2021.07.30	10:00:00	1.18855	1.19075	1.18841	1.19065	5114	0	50
2021.07.30	12:00:00	1.19066	1.19087	1.18845	1.19009	5764	0	50
2021.07.30	14:00:00	1.19011	1.19046	1.18774	1.18792	6552	0	50
2021.07.30	16:00:00	1.18792	1.18865	1.18517	1.18590	10145	0	50
2021.07.30	18:00:00	1.18588	1.18657	1.18554	1.18590	5918	0	50
2021.07.30	20:00:00	1.18590	1.18628	1.18540	1.18561	3719	0	50
2021.07.30	22:00:00	1.18561	1.18766	1.18549	1.18730	2882	0	1
2021.08.02	00:00:00	1.18641	1.18695	1.18623	1.18681	974	0	1
2021.08.02	02:00:00	1.18681	1.18712	1.18621	1.18692	2152	0	1
2021.08.02	04:00:00	1.18693	1.18714	1.18590	1.18713	4046	0	1
2021.08.02	06:00:00	1.18713	1.18735	1.18690	1.18705	1559	0	1
2021.08.02	08:00:00	1.18704	1.18840	1.18642	1.18825	4036	0	1
2021.08.02	10:00:00	1.18826	1.18885	1.18784	1.18848	4858	0	50
2021.08.02	12:00:00	1.18848	1.18969	1.18813	1.18910	4047	0	50
2021.08.02	14:00:00	1.18909	1.18928	1.18716	1.18731	5450	0	50
2021.08.02	16:00:00	1.18736	1.18891	1.18728	1.18783	8848	0	50
2021.08.02	18:00:00	1.18784	1.18858	1.18665	1.18694	6107	0	50
2021.08.02	20:00:00	1.18694	1.18737	1.18650	1.18737	2764	0	1
2021.08.02	22:00:00	1.18740	1.18751	1.18662	1.18688	2170	0	1
2021.08.03	00:00:00	1.18670	1.18762	1.18660	1.18738	1193	0	1
2021.08.03	02:00:00	1.18738	1.18785	1.18705	1.18717	2073	0	1
2021.08.03	04:00:00	1.18718	1.18769	1.18681	1.18708	3542	0	1
2021.08.03	06:00:00	1.18708	1.18827	1.18702	1.18802	4026	0	1
2021.08.03	08:00:00	1.18802	1.18817	1.18711	1.18729	4790	0	1
2021.08.03	10:00:00	1.18730	1.18854	1.18727	1.18840	6312	0	50
2021.08.03	12:00:00	1.18840	1.18919	1.18789	1.18876	3988	0	50
2021.08.03	14:00:00	1.18876	1.18933	1.18805	1.18859	5530	0	50
2021.08.03	16:00:00	1.18865	1.18876	1.18580	1.18590	9558	0	1
2021.08.03	18:00:00	1.18590	1.18688	1.18537	1.18682	4675	0	50
2021.08.03	20:00:00	1.18683	1.18698	1.18612	1.18625	2473	0	50
2021.08.03	22:00:00	1.18625	1.18676	1.18617	1.18637	1528	0	1
2021.08.04	00:00:00	1.18631	1.18695	1.18590	1.18694	1329	0	1
2021.08.04	02:00:00	1.18694	1.18701	1.18606	1.18618	2046	0	1
2021.08.04	04:00:00	1.18619	1.18737	1.18618	1.18735	3400	0	1
2021.08.04	06:00:00	1.18734	1.18755	1.18695	1.18715	1679	0	1
2021.08.04	08:00:00	1.18715	1.18794	1.18688	1.18786	2877	0	1
2021.08.04	10:00:00	1.18787	1.18800	1.18421	1.18511	5279	0	50
2021.08.04	12:00:00	1.18511	1.18605	1.18481	1.18563	3048	0	50
2021.08.04	14:00:00	1.18563	1.18896	1.18535	1.18890	6462	0	50
2021.08.04	16:00:00	1.18891	1.18997	1.18366	1.18432	10806	0	50
2021.08.04	18:00:00	1.18431	1.18476	1.18328	1.18380	6397	0	50
2021.08.04	20:00:00	1.18382	1.18426	1.18355	1.18388	3155	0	50
2021.08.04	22:00:00	1.18388	1.18411	1.18355	1.18367	1913	0	1
2021.08.05	00:00:00	1.18360	1.18392	1.18336	1.18381	877	0	1
2021.08.05	02:00:00	1.18376	1.18388	1.18316	1.18319	1473	0	1
2021.08.05	04:00:00	1.18319	1.18391	1.18315	1.18360	2516	0	1
2021.08.05	06:00:00	1.18360	1.18373	1.18329	1.18364	2125	0	1
2021.08.05	08:00:00	1.18363	1.18399	1.18302	1.18378	3403	0	1
2021.08.05	10:00:00	1.18378	1.18496	1.18298	1.18373	6082	0	50
2021.08.05	12:00:00	1.18374	1.18468	1.18282	1.18461	4963	0	50
