Gmt time,Open,High,Low,Close,Volume
26.05.2014 00:00:00.000,1.36275,1.36544,1.36155,1.36518,88442.2891
27.05.2014 00:00:00.000,1.36519,1.36685,1.36125,1.36336,148089.7969
28.05.2014 00:00:00.000,1.36337,1.36378,1.35885,1.35919,159546.2656
29.05.2014 00:00:00.000,1.35919,1.36255,1.35862,1.36026,155468.2344
30.05.2014 00:00:00.000,1.36027,1.36500,1.35984,1.36331,159149.0156
01.06.2014 00:00:00.000,1.36359,1.36373,1.36221,1.36287,4794.8799
02.06.2014 00:00:00.000,1.36287,1.36361,1.35881,1.35965,165085.0469
03.06.2014 00:00:00.000,1.35965,1.36478,1.35875,1.36208,164899.4844
04.06.2014 00:00:00.000,1.36208,1.36387,1.35965,1.36025,177202.3281
05.06.2014 00:00:00.000,1.36024,1.36698,1.35030,1.36603,259512.4531
06.06.2014 00:00:00.000,1.36603,1.36765,1.36210,1.36418,176988.125
08.06.2014 00:00:00.000,1.36436,1.36484,1.36426,1.36477,2087.3201
09.06.2014 00:00:00.000,1.36476,1.36687,1.35826,1.35923,148065.0469
10.06.2014 00:00:00.000,1.35925,1.36018,1.35335,1.35392,222950.125
11.06.2014 00:00:00.000,1.35391,1.35571,1.35215,1.35357,201045.0469
12.06.2014 00:00:00.000,1.35359,1.35719,1.35123,1.35505,206363.3438
13.06.2014 00:00:00.000,1.35505,1.35790,1.35210,1.35354,192386.9375
15.06.2014 00:00:00.000,1.35406,1.35407,1.35310,1.35359,4244.5801
16.06.2014 00:00:00.000,1.35359,1.35794,1.35130,1.35757,184503.3125
17.06.2014 00:00:00.000,1.35757,1.35870,1.35364,1.35487,197908.8594
18.06.2014 00:00:00.000,1.35489,1.35993,1.35417,1.35895,192145.5625
19.06.2014 00:00:00.000,1.35896,1.36434,1.35848,1.36101,215110.1875
20.06.2014 00:00:00.000,1.36100,1.36339,1.35643,1.35992,214651.125
22.06.2014 00:00:00.000,1.35888,1.35964,1.35888,1.35910,3909.78
23.06.2014 00:00:00.000,1.35910,1.36135,1.35741,1.36000,280379.4063
24.06.2014 00:00:00.000,1.36002,1.36277,1.35834,1.36058,261625.9375
25.06.2014 00:00:00.000,1.36059,1.36511,1.36005,1.36278,269446.4375
26.06.2014 00:00:00.000,1.36279,1.36413,1.35762,1.36114,301313.7188
27.06.2014 00:00:00.000,1.36114,1.36505,1.36100,1.36477,261372.125
29.06.2014 00:00:00.000,1.36435,1.36477,1.36425,1.36434,2093.5
30.06.2014 00:00:00.000,1.36434,1.36977,1.36402,1.36914,223829.375
01.07.2014 00:00:00.000,1.36913,1.37004,1.36755,1.36802,300434.6875
02.07.2014 00:00:00.000,1.36802,1.36812,1.36400,1.36531,287107.4063
03.07.2014 00:00:00.000,1.36531,1.36642,1.35960,1.36088,358414.1563
04.07.2014 00:00:00.000,1.36086,1.36112,1.35855,1.35944,209969.5
06.07.2014 00:00:00.000,1.35945,1.35966,1.35840,1.35880,7168.1802
07.07.2014 00:00:00.000,1.35881,1.36091,1.35759,1.36058,299239.9063
08.07.2014 00:00:00.000,1.36058,1.36173,1.35882,1.36167,377918.4688
09.07.2014 00:00:00.000,1.36166,1.36483,1.36022,1.36432,309667.1875
10.07.2014 00:00:00.000,1.36433,1.36507,1.35891,1.36042,369468.3125
11.07.2014 00:00:00.000,1.36041,1.36247,1.35919,1.36035,119086.75
13.07.2014 00:00:00.000,1.35989,1.36076,1.35989,1.36022,3030.28
14.07.2014 00:00:00.000,1.36023,1.36402,1.35974,1.36217,112932.2578
15.07.2014 00:00:00.000,1.36217,1.36281,1.35620,1.35706,155028.9844
16.07.2014 00:00:00.000,1.35705,1.35711,1.35210,1.35281,119220.3438
17.07.2014 00:00:00.000,1.35281,1.35401,1.35127,1.35186,137292.5156
18.07.2014 00:00:00.000,1.35186,1.35360,1.34910,1.35227,129850.3516
20.07.2014 00:00:00.000,1.35283,1.35319,1.35247,1.35303,3605.0601
21.07.2014 00:00:00.000,1.35304,1.35490,1.35130,1.35221,100963.2969
22.07.2014 00:00:00.000,1.35222,1.35296,1.34590,1.34667,132312.5625
23.07.2014 00:00:00.000,1.34668,1.34741,1.34549,1.34610,102439.1484
24.07.2014 00:00:00.000,1.34610,1.34849,1.34382,1.34652,115725.5234
25.07.2014 00:00:00.000,1.34652,1.34756,1.34214,1.34285,107455.0313
27.07.2014 00:00:00.000,1.34305,1.34343,1.34272,1.34287,3837.1299
28.07.2014 00:00:00.000,1.34288,1.34438,1.34269,1.34373,87460.5313
