Local time,Open,High,Low,Close,Volume
30.01.2017 01:30:00.000 GMT+0530,1.07213,1.07214,1.07080,1.07169,6970.97
30.01.2017 05:30:00.000 GMT+0530,1.07169,1.07402,1.07157,1.07318,18964.26000000001
30.01.2017 09:30:00.000 GMT+0530,1.07320,1.07352,1.06984,1.07004,19966.84000000001
30.01.2017 13:30:00.000 GMT+0530,1.07006,1.07019,1.06559,1.06611,44110.290000000015
30.01.2017 17:30:00.000 GMT+0530,1.06612,1.06924,1.06203,1.06878,73026.30000000003
30.01.2017 21:30:00.000 GMT+0530,1.06879,1.07094,1.06779,1.06944,41804.59999999999
31.01.2017 01:30:00.000 GMT+0530,1.06943,1.07087,1.06902,1.07075,15228.699999999997
31.01.2017 05:30:00.000 GMT+0530,1.07075,1.07127,1.06909,1.06975,31794.389999999996
31.01.2017 09:30:00.000 GMT+0530,1.06978,1.07045,1.06846,1.06997,31880.71999999998
31.01.2017 13:30:00.000 GMT+0530,1.06998,1.07522,1.06910,1.07505,65242.109999999964
31.01.2017 17:30:00.000 GMT+0530,1.07505,1.08104,1.07426,1.08097,83657.76999999999
31.01.2017 21:30:00.000 GMT+0530,1.08096,1.08122,1.07724,1.08042,51641.69000000002
01.02.2017 01:30:00.000 GMT+0530,1.08041,1.08046,1.07864,1.08008,18721.679999999986
01.02.2017 05:30:00.000 GMT+0530,1.08008,1.08008,1.07881,1.07924,27945.9697
01.02.2017 09:30:00.000 GMT+0530,1.07925,1.07937,1.07749,1.07817,29865.4893
01.02.2017 13:30:00.000 GMT+0530,1.07816,1.08031,1.07791,1.08020,41775.5596
01.02.2017 17:30:00.000 GMT+0530,1.08018,1.08073,1.07366,1.07580,62984.3907
01.02.2017 21:30:00.000 GMT+0530,1.07581,1.07893,1.07310,1.07764,61593.0801
02.02.2017 01:30:00.000 GMT+0530,1.07763,1.07799,1.07622,1.07653,19852.4598
02.02.2017 05:30:00.000 GMT+0530,1.07654,1.07931,1.07642,1.07888,29042.71
02.02.2017 09:30:00.000 GMT+0530,1.07891,1.07981,1.07778,1.07926,32603.0801
02.02.2017 13:30:00.000 GMT+0530,1.07926,1.08191,1.07882,1.08110,55273.8301
02.02.2017 17:30:00.000 GMT+0530,1.08109,1.08288,1.07986,1.08057,72479.02050000001
02.02.2017 21:30:00.000 GMT+0530,1.08057,1.08124,1.07587,1.07647,40519.579
03.02.2017 01:30:00.000 GMT+0530,1.07646,1.07662,1.07560,1.07617,13400.3404
03.02.2017 05:30:00.000 GMT+0530,1.07618,1.07718,1.07453,1.07552,32351.3209
03.02.2017 09:30:00.000 GMT+0530,1.07551,1.07652,1.07487,1.07576,26586.710499999997
03.02.2017 13:30:00.000 GMT+0530,1.07575,1.07627,1.07274,1.07307,41117.7299
03.02.2017 17:30:00.000 GMT+0530,1.07306,1.07975,1.07115,1.07883,79892.1894
03.02.2017 21:30:00.000 GMT+0530,1.07885,1.07941,1.07588,1.07665,39601.3707
04.02.2017 01:30:00.000 GMT+0530,1.07664,1.07870,1.07651,1.07818,9342.8799
06.02.2017 01:30:00.000 GMT+0530,1.07896,1.07915,1.07780,1.07824,4076.2700999999997
06.02.2017 05:30:00.000 GMT+0530,1.07824,1.07887,1.07743,1.07823,26577.7592
06.02.2017 09:30:00.000 GMT+0530,1.07825,1.07833,1.07476,1.07525,28641.420400000003
06.02.2017 13:30:00.000 GMT+0530,1.07521,1.07579,1.07334,1.07368,45783.1807
06.02.2017 17:30:00.000 GMT+0530,1.07368,1.07438,1.07059,1.07387,68949.501
06.02.2017 21:30:00.000 GMT+0530,1.07393,1.07532,1.07290,1.07475,39619.6104
07.02.2017 01:30:00.000 GMT+0530,1.07474,1.07551,1.07412,1.07430,11606.129799999999
07.02.2017 05:30:00.000 GMT+0530,1.07430,1.07444,1.07044,1.07078,35374
07.02.2017 09:30:00.000 GMT+0530,1.07078,1.07137,1.06808,1.06817,34576.419
07.02.2017 13:30:00.000 GMT+0530,1.06816,1.06840,1.06561,1.06717,50776.3096
07.02.2017 17:30:00.000 GMT+0530,1.06716,1.06878,1.06627,1.06853,55045.25980000001
07.02.2017 21:30:00.000 GMT+0530,1.06856,1.07061,1.06801,1.06961,42413.63
08.02.2017 01:30:00.000 GMT+0530,1.06960,1.06973,1.06752,1.06788,14816.719799999997
08.02.2017 05:30:00.000 GMT+0530,1.06788,1.06910,1.06677,1.06890,28345.939400000003
08.02.2017 09:30:00.000 GMT+0530,1.06890,1.06894,1.06550,1.06582,30526.9697
08.02.2017 13:30:00.000 GMT+0530,1.06583,1.06639,1.06407,1.06489,47365.2198
08.02.2017 17:30:00.000 GMT+0530,1.06489,1.07084,1.06460,1.07071,70787.18070000001
08.02.2017 21:30:00.000 GMT+0530,1.07072,1.07139,1.06786,1.06864,46244.4501
09.02.2017 01:30:00.000 GMT+0530,1.06863,1.06995,1.06840,1.06913,16130.240300000001
09.02.2017 05:30:00.000 GMT+0530,1.06910,1.06956,1.06776,1.06896,28362.899899999997
09.02.2017 09:30:00.000 GMT+0530,1.06896,1.06897,1.06702,1.06792,26430.3492
09.02.2017 13:30:00.000 GMT+0530,1.06791,1.07095,1.06744,1.06805,46250.749
09.02.2017 17:30:00.000 GMT+0530,1.06807,1.06957,1.06562,1.06647,74798.75880000001
09.02.2017 21:30:00.000 GMT+0530,1.06645,1.06716,1.06509,1.06582,42837.1797
10.02.2017 01:30:00.000 GMT+0530,1.06581,1.06647,1.06534,1.06572,13988.3201
10.02.2017 05:30:00.000 GMT+0530,1.06571,1.06677,1.06497,1.06621,30009.4097
10.02.2017 09:30:00.000 GMT+0530,1.06622,1.06636,1.06392,1.06399,27260.8295
10.02.2017 13:30:00.000 GMT+0530,1.06399,1.06499,1.06360,1.06396,48949.609300000004
10.02.2017 17:30:00.000 GMT+0530,1.06398,1.06427,1.06077,1.06243,67787.5205
10.02.2017 21:30:00.000 GMT+0530,1.06245,1.06529,1.06217,1.06327,55875.172
11.02.2017 01:30:00.000 GMT+0530,1.06326,1.06419,1.06302,1.06397,8459.4702
13.02.2017 01:30:00.000 GMT+0530,1.06285,1.06370,1.06174,1.06187,5510.5103
13.02.2017 05:30:00.000 GMT+0530,1.06186,1.06270,1.06119,1.06188,29229.1397
13.02.2017 09:30:00.000 GMT+0530,1.06190,1.06440,1.06174,1.06428,25993.46
13.02.2017 13:30:00.000 GMT+0530,1.06428,1.06585,1.06339,1.06418,41610.7392
13.02.2017 17:30:00.000 GMT+0530,1.06413,1.06469,1.05920,1.06043,54687.991299999994
13.02.2017 21:30:00.000 GMT+0530,1.06044,1.06091,1.05940,1.05990,36550.6201
14.02.2017 01:30:00.000 GMT+0530,1.05990,1.06015,1.05924,1.05987,10546.720099999999
14.02.2017 05:30:00.000 GMT+0530,1.05986,1.06090,1.05914,1.06040,19262.110099999998
14.02.2017 09:30:00.000 GMT+0530,1.06042,1.06239,1.06038,1.06073,26196.8892
14.02.2017 13:30:00.000 GMT+0530,1.06071,1.06333,1.06071,1.06284,50712.9903
14.02.2017 17:30:00.000 GMT+0530,1.06284,1.06304,1.05611,1.05637,70376.7412
14.02.2017 21:30:00.000 GMT+0530,1.05636,1.05809,1.05608,1.05733,40383.69
15.02.2017 01:30:00.000 GMT+0530,1.05735,1.05800,1.05700,1.05782,13108.2203
15.02.2017 05:30:00.000 GMT+0530,1.05783,1.05839,1.05650,1.05835,25253.3101
15.02.2017 09:30:00.000 GMT+0530,1.05835,1.05863,1.05690,1.05742,26381.639600000002
15.02.2017 13:30:00.000 GMT+0530,1.05742,1.05747,1.05427,1.05569,51731.29
15.02.2017 17:30:00.000 GMT+0530,1.05569,1.05805,1.05214,1.05735,71130.08110000001
15.02.2017 21:30:00.000 GMT+0530,1.05737,1.06092,1.05727,1.05893,50318.5694
16.02.2017 01:30:00.000 GMT+0530,1.05895,1.06071,1.05877,1.06030,14726.9598
16.02.2017 05:30:00.000 GMT+0530,1.06030,1.06236,1.06008,1.06132,27850.220100000002
16.02.2017 09:30:00.000 GMT+0530,1.06134,1.06242,1.05998,1.06117,24814.8699
16.02.2017 13:30:00.000 GMT+0530,1.06115,1.06414,1.06103,1.06338,54099.0898
16.02.2017 17:30:00.000 GMT+0530,1.06339,1.06762,1.06301,1.06681,76664.14060000001
16.02.2017 21:30:00.000 GMT+0530,1.06681,1.06794,1.06474,1.06761,48556.3506
17.02.2017 01:30:00.000 GMT+0530,1.06760,1.06776,1.06667,1.06712,13260.439999999999
17.02.2017 05:30:00.000 GMT+0530,1.06709,1.06767,1.06612,1.06741,21535.4101
17.02.2017 09:30:00.000 GMT+0530,1.06741,1.06755,1.06546,1.06553,21528.4797
17.02.2017 13:30:00.000 GMT+0530,1.06551,1.06588,1.06372,1.06466,55098.8789
17.02.2017 17:30:00.000 GMT+0530,1.06467,1.06670,1.06238,1.06260,62881.6505
17.02.2017 21:30:00.000 GMT+0530,1.06263,1.06338,1.06054,1.06061,37919.3794
18.02.2017 01:30:00.000 GMT+0530,1.06062,1.06158,1.06058,1.06114,6970.4499
20.02.2017 01:30:00.000 GMT+0530,1.06075,1.06329,1.06075,1.06251,7770.8498
20.02.2017 05:30:00.000 GMT+0530,1.06250,1.06266,1.06031,1.06129,24545.99
20.02.2017 09:30:00.000 GMT+0530,1.06130,1.06270,1.06046,1.06166,24022.1594
20.02.2017 13:30:00.000 GMT+0530,1.06165,1.06299,1.06128,1.06235,34996.5196
20.02.2017 17:30:00.000 GMT+0530,1.06235,1.06287,1.06070,1.06207,31320.480499999998
20.02.2017 21:30:00.000 GMT+0530,1.06207,1.06247,1.06072,1.06146,17380.969899999996
21.02.2017 01:30:00.000 GMT+0530,1.06146,1.06169,1.06086,1.06088,9204.69
21.02.2017 05:30:00.000 GMT+0530,1.06088,1.06127,1.05783,1.05800,23827.25
21.02.2017 09:30:00.000 GMT+0530,1.05795,1.05891,1.05743,1.05779,20982.039800000002
21.02.2017 13:30:00.000 GMT+0530,1.05780,1.05780,1.05323,1.05428,54030.090899999996
21.02.2017 17:30:00.000 GMT+0530,1.05428,1.05499,1.05258,1.05369,70587.7197
21.02.2017 21:30:00.000 GMT+0530,1.05372,1.05520,1.05276,1.05477,43299.0288
22.02.2017 01:30:00.000 GMT+0530,1.05477,1.05498,1.05337,1.05410,15755.71
22.02.2017 05:30:00.000 GMT+0530,1.05411,1.05563,1.05408,1.05470,26036.019500000002
22.02.2017 09:30:00.000 GMT+0530,1.05469,1.05474,1.05052,1.05084,32064.561
22.02.2017 13:30:00.000 GMT+0530,1.05079,1.05197,1.04938,1.04992,65759.9502
22.02.2017 17:30:00.000 GMT+0530,1.04991,1.05493,1.04955,1.05488,69511.09969999999
22.02.2017 21:30:00.000 GMT+0530,1.05486,1.05724,1.05290,1.05708,59464.3701
23.02.2017 01:30:00.000 GMT+0530,1.05710,1.05740,1.05452,1.05505,18767.6596
23.02.2017 05:30:00.000 GMT+0530,1.05505,1.05669,1.05441,1.05664,23761.449600000004
23.02.2017 09:30:00.000 GMT+0530,1.05664,1.05722,1.05380,1.05542,30998.8999
23.02.2017 13:30:00.000 GMT+0530,1.05541,1.05642,1.05376,1.05523,49468.979400000004
23.02.2017 17:30:00.000 GMT+0530,1.05524,1.05952,1.05477,1.05936,74968.2501
23.02.2017 21:30:00.000 GMT+0530,1.05940,1.05942,1.05638,1.05724,44254.659199999995
24.02.2017 01:30:00.000 GMT+0530,1.05725,1.05860,1.05725,1.05839,13249.2303
24.02.2017 05:30:00.000 GMT+0530,1.05840,1.05849,1.05697,1.05814,23947.9096
24.02.2017 09:30:00.000 GMT+0530,1.05814,1.05980,1.05766,1.05956,28412.139199999998
24.02.2017 13:30:00.000 GMT+0530,1.05956,1.06103,1.05707,1.06079,54327.7998
24.02.2017 17:30:00.000 GMT+0530,1.06081,1.06179,1.05655,1.05667,73975.959
24.02.2017 21:30:00.000 GMT+0530,1.05669,1.05967,1.05571,1.05642,45920.310099999995
25.02.2017 01:30:00.000 GMT+0530,1.05645,1.05680,1.05565,1.05595,8709.210200000001
27.02.2017 01:30:00.000 GMT+0530,1.05637,1.05645,1.05517,1.05520,8392.79
27.02.2017 05:30:00.000 GMT+0530,1.05520,1.05751,1.05515,1.05618,26013.44
27.02.2017 09:30:00.000 GMT+0530,1.05617,1.05821,1.05616,1.05815,29816.6899
27.02.2017 13:30:00.000 GMT+0530,1.05813,1.05915,1.05668,1.05830,40241.0205
27.02.2017 17:30:00.000 GMT+0530,1.05831,1.06143,1.05806,1.06134,62504.249899999995
27.02.2017 21:30:00.000 GMT+0530,1.06132,1.06306,1.05809,1.05885,49020.179099999994
28.02.2017 01:30:00.000 GMT+0530,1.05884,1.05917,1.05806,1.05838,12690.220099999999
28.02.2017 05:30:00.000 GMT+0530,1.05838,1.05905,1.05693,1.05858,26891.180600000003
28.02.2017 09:30:00.000 GMT+0530,1.05858,1.06035,1.05842,1.05948,30589.0498
28.02.2017 13:30:00.000 GMT+0530,1.05946,1.06077,1.05763,1.06026,50632.4902
28.02.2017 17:30:00.000 GMT+0530,1.06025,1.06301,1.05837,1.06254,66627.5098
28.02.2017 21:30:00.000 GMT+0530,1.06255,1.06299,1.05913,1.05921,55109.5703
01.03.2017 01:30:00.000 GMT+0530,1.05921,1.05979,1.05666,1.05692,26946.420199999997
01.03.2017 05:30:00.000 GMT+0530,1.05691,1.05894,1.05543,1.05592,50578.96000000004
01.03.2017 09:30:00.000 GMT+0530,1.05592,1.05603,1.05376,1.05402,37628.23
01.03.2017 13:30:00.000 GMT+0530,1.05403,1.05472,1.05259,1.05354,62653.060000000005
01.03.2017 17:30:00.000 GMT+0530,1.05354,1.05598,1.05142,1.05552,73251.54999999997
01.03.2017 21:30:00.000 GMT+0530,1.05553,1.05718,1.05430,1.05442,44743.84999999996
02.03.2017 01:30:00.000 GMT+0530,1.05440,1.05549,1.05346,1.05359,18810.199999999986
02.03.2017 05:30:00.000 GMT+0530,1.05358,1.05445,1.05281,1.05320,0.028482690000000706
02.03.2017 09:30:00.000 GMT+0530,1.05318,1.05408,1.05222,1.05396,0.03389418000000154
02.03.2017 13:30:00.000 GMT+0530,1.05394,1.05456,1.05205,1.05225,0.05298301000000642
02.03.2017 17:30:00.000 GMT+0530,1.05225,1.05282,1.04990,1.05246,0.06720034000001048
02.03.2017 21:30:00.000 GMT+0530,1.05249,1.05279,1.04948,1.05015,0.042533000000005615
03.03.2017 01:30:00.000 GMT+0530,1.05013,1.05091,1.04998,1.05070,0.015821189999999086
03.03.2017 05:30:00.000 GMT+0530,1.05070,1.05232,1.05022,1.05209,31903.359999999975
03.03.2017 09:30:00.000 GMT+0530,1.05209,1.05269,1.05131,1.05210,34210.28999999999
03.03.2017 13:30:00.000 GMT+0530,1.05208,1.05466,1.05106,1.05389,46381.01999999999
03.03.2017 17:30:00.000 GMT+0530,1.05388,1.05732,1.05374,1.05625,61545.23000000003
03.03.2017 21:30:00.000 GMT+0530,1.05627,1.06087,1.05430,1.05980,57280.37999999994
04.03.2017 01:30:00.000 GMT+0530,1.05981,1.06239,1.05966,1.06203,12165.300000000005
06.03.2017 01:30:00.000 GMT+0530,1.06097,1.06215,1.06002,1.06207,8411.359999999999
06.03.2017 05:30:00.000 GMT+0530,1.06071,1.06125,1.06033,1.06051,0.00890858000000005
06.03.2017 09:30:00.000 GMT+0530,1.06051,1.06065,1.05922,1.05987,0.026386700000000783
06.03.2017 17:30:00.000 GMT+0530,1.05803,1.06078,1.05768,1.05981,0.051089720000007104
07.03.2017 01:30:00.000 GMT+0530,1.05805,1.05830,1.05758,1.05789,0.005069780000000013
07.03.2017 05:30:00.000 GMT+0530,1.05789,1.05932,1.05727,1.05893,24482.960000000003
07.03.2017 09:30:00.000 GMT+0530,1.05892,1.05991,1.05801,1.05968,26713.349999999988
07.03.2017 13:30:00.000 GMT+0530,1.05967,1.06025,1.05581,1.05746,43367.06999999997
07.03.2017 17:30:00.000 GMT+0530,1.05746,1.05808,1.05608,1.05796,51866.41999999996
07.03.2017 21:30:00.000 GMT+0530,1.05797,1.05886,1.05650,1.05668,32291.31
08.03.2017 01:30:00.000 GMT+0530,1.05668,1.05729,1.05635,1.05692,13162.17
08.03.2017 05:30:00.000 GMT+0530,1.05692,1.05741,1.05631,1.05686,0.016961679999999684
08.03.2017 09:30:00.000 GMT+0530,1.05632,1.05728,1.05560,1.05601,0.016828809999999826
08.03.2017 13:30:00.000 GMT+0530,1.05600,1.05638,1.05475,1.05603,0.04294496000000546
08.03.2017 21:30:00.000 GMT+0530,1.05563,1.05579,1.05360,1.05486,0.03776742000000493
09.03.2017 01:30:00.000 GMT+0530,1.05484,1.05497,1.05412,1.05436,0.007954220000000095
09.03.2017 05:30:00.000 GMT+0530,1.05447,1.05447,1.05300,1.05305,23824.24
09.03.2017 09:30:00.000 GMT+0530,1.05307,1.05434,1.05249,1.05347,29661.31
09.03.2017 13:30:00.000 GMT+0530,1.05345,1.05697,1.05331,1.05613,45727.37999999998
09.03.2017 17:30:00.000 GMT+0530,1.05615,1.06151,1.05422,1.05809,76558.28999999998
09.03.2017 21:30:00.000 GMT+0530,1.05810,1.05966,1.05667,1.05921,39986.02
10.03.2017 01:30:00.000 GMT+0530,1.05918,1.05952,1.05721,1.05794,16259.449999999999
10.03.2017 05:30:00.000 GMT+0530,1.05794,1.06006,1.05780,1.05950,22038.319999999992
10.03.2017 09:30:00.000 GMT+0530,1.05950,1.06026,1.05880,1.05941,23993.280000000006
10.03.2017 13:30:00.000 GMT+0530,1.05941,1.06192,1.05925,1.06072,36935.68
10.03.2017 17:30:00.000 GMT+0530,1.06072,1.06705,1.05987,1.06573,67506.03989999999
10.03.2017 21:30:00.000 GMT+0530,1.06572,1.06922,1.06486,1.06913,46247.96000000001
11.03.2017 01:30:00.000 GMT+0530,1.06913,1.06990,1.06686,1.06728,14908.909999999989
13.03.2017 05:30:00.000 GMT+0530,1.06894,1.07005,1.06805,1.06973,25591.46
13.03.2017 09:30:00.000 GMT+0530,1.06969,1.07142,1.06940,1.06956,34662.44
13.03.2017 13:30:00.000 GMT+0530,1.06955,1.06972,1.06631,1.06676,52747.27999999999
13.03.2017 17:30:00.000 GMT+0530,1.06677,1.06791,1.06557,1.06692,54430.62999999998
13.03.2017 21:30:00.000 GMT+0530,1.06692,1.06732,1.06532,1.06540,29958.629999999997
14.03.2017 01:30:00.000 GMT+0530,1.06538,1.06563,1.06448,1.06507,12032.339999999998
14.03.2017 05:30:00.000 GMT+0530,1.06508,1.06587,1.06498,1.06538,18657.94
14.03.2017 09:30:00.000 GMT+0530,1.06538,1.06624,1.06373,1.06376,27126.400000000016
14.03.2017 13:30:00.000 GMT+0530,1.06376,1.06495,1.06288,1.06321,41395.95999999998
14.03.2017 17:30:00.000 GMT+0530,1.06322,1.06466,1.06256,1.06450,48847.74000000002
14.03.2017 21:30:00.000 GMT+0530,1.06448,1.06466,1.06029,1.06061,32712.16
15.03.2017 01:30:00.000 GMT+0530,1.06058,1.06128,1.06003,1.06119,11189.609999999993
15.03.2017 05:30:00.000 GMT+0530,1.06120,1.06188,1.06109,1.06152,0.019074989999999913
15.03.2017 09:30:00.000 GMT+0530,1.06152,1.06392,1.06134,1.06382,0.01205564999999973
15.03.2017 13:30:00.000 GMT+0530,1.06382,1.06383,1.06178,1.06230,0.03607169000000354
15.03.2017 17:30:00.000 GMT+0530,1.06232,1.06339,1.06191,1.06200,0.010970259999999833
15.03.2017 21:30:00.000 GMT+0530,1.06423,1.07186,1.06221,1.07080,0.056225030000013484
16.03.2017 01:30:00.000 GMT+0530,1.07080,1.07399,1.07057,1.07339,0.0108136599999999
16.03.2017 05:30:00.000 GMT+0530,1.07376,1.07463,1.07195,1.07210,0.02408606000000052
16.03.2017 09:30:00.000 GMT+0530,1.07212,1.07406,1.07208,1.07278,0.018287009999999684
16.03.2017 17:30:00.000 GMT+0530,1.07244,1.07430,1.07125,1.07365,0.05652385000001214
17.03.2017 01:30:00.000 GMT+0530,1.07715,1.07742,1.07663,1.07718,0.0075507300000001165
17.03.2017 05:30:00.000 GMT+0530,1.07717,1.07744,1.07646,1.07726,18440.150000000005
17.03.2017 09:30:00.000 GMT+0530,1.07726,1.07823,1.07536,1.07537,26698.689999999995
17.03.2017 13:30:00.000 GMT+0530,1.07536,1.07796,1.07319,1.07350,48237.79000000001
17.03.2017 17:30:00.000 GMT+0530,1.07350,1.07562,1.07274,1.07416,57240.81999999999
17.03.2017 21:30:00.000 GMT+0530,1.07415,1.07552,1.07371,1.07421,32624.80999999999
18.03.2017 01:30:00.000 GMT+0530,1.07421,1.07421,1.07331,1.07382,3292.3599999999983
20.03.2017 01:30:00.000 GMT+0530,1.07318,1.07451,1.07317,1.07420,5330.25
20.03.2017 05:30:00.000 GMT+0530,1.07421,1.07628,1.07420,1.07598,0.018827969999999947
20.03.2017 09:30:00.000 GMT+0530,1.07597,1.07647,1.07591,1.07634,0.0024272900000000116
20.03.2017 13:30:00.000 GMT+0530,1.07549,1.07621,1.07495,1.07496,0.01750362999999962
20.03.2017 17:30:00.000 GMT+0530,1.07496,1.07597,1.07436,1.07535,0.03359889000000279
21.03.2017 01:30:00.000 GMT+0530,1.07431,1.07448,1.07190,1.07368,0.013387609999999594
21.03.2017 05:30:00.000 GMT+0530,1.07368,1.07697,1.07353,1.07553,31890.259999999987
21.03.2017 09:30:00.000 GMT+0530,1.07553,1.07876,1.07544,1.07805,29032.68000000001
21.03.2017 13:30:00.000 GMT+0530,1.07806,1.08120,1.07806,1.08087,48034.57999999997
21.03.2017 17:30:00.000 GMT+0530,1.08088,1.08191,1.07932,1.08087,55905.03999999999
21.03.2017 21:30:00.000 GMT+0530,1.08087,1.08184,1.07953,1.08104,44378.19000000002
22.03.2017 01:30:00.000 GMT+0530,1.08105,1.08175,1.08031,1.08125,13989.159999999998
22.03.2017 05:30:00.000 GMT+0530,1.08124,1.08126,1.07992,1.07993,0.007368490000000071
22.03.2017 09:30:00.000 GMT+0530,1.07937,1.08184,1.07918,1.08020,0.031367780000002
22.03.2017 13:30:00.000 GMT+0530,1.08019,1.08094,1.07841,1.07868,0.01451925999999942
22.03.2017 17:30:00.000 GMT+0530,1.08000,1.08245,1.07994,1.08005,0.03484528000000348
22.03.2017 21:30:00.000 GMT+0530,1.08002,1.08164,1.07944,1.07965,0.03296652000000281
23.03.2017 05:30:00.000 GMT+0530,1.07891,1.07949,1.07815,1.07892,22140.059999999987
23.03.2017 09:30:00.000 GMT+0530,1.07892,1.08048,1.07880,1.07941,22890.23
23.03.2017 13:30:00.000 GMT+0530,1.07940,1.07947,1.07680,1.07843,44869.240000000005
23.03.2017 17:30:00.000 GMT+0530,1.07845,1.07936,1.07738,1.07872,58247.86999999996
23.03.2017 21:30:00.000 GMT+0530,1.07869,1.07906,1.07762,1.07840,47122.74000000001
24.03.2017 01:30:00.000 GMT+0530,1.07841,1.07890,1.07787,1.07830,11395.599999999999
24.03.2017 05:30:00.000 GMT+0530,1.07831,1.07857,1.07602,1.07681,0.028508860000001073
24.03.2017 09:30:00.000 GMT+0530,1.07681,1.07696,1.07624,1.07640,0.004964620000000042
24.03.2017 13:30:00.000 GMT+0530,1.07729,1.08125,1.07725,1.08063,0.04185755000000593
24.03.2017 17:30:00.000 GMT+0530,1.08061,1.08080,1.07971,1.08059,0.01061837999999977
24.03.2017 21:30:00.000 GMT+0530,1.08037,1.08179,1.07906,1.07930,0.022305860000000434
25.03.2017 01:30:00.000 GMT+0530,1.07930,1.08049,1.07925,1.07969,0.005841460000000092
27.03.2017 01:30:00.000 GMT+0530,1.08328,1.08492,1.08298,1.08451,0.012178959999999668
27.03.2017 05:30:00.000 GMT+0530,1.08453,1.08496,1.08377,1.08460,25468.929999999982
27.03.2017 09:30:00.000 GMT+0530,1.08460,1.08733,1.08423,1.08652,32803.56
27.03.2017 13:30:00.000 GMT+0530,1.08652,1.08818,1.08534,1.08766,36618.98000000001
27.03.2017 17:30:00.000 GMT+0530,1.08768,1.09058,1.08754,1.08815,51653.66999999997
27.03.2017 21:30:00.000 GMT+0530,1.08815,1.08830,1.08620,1.08648,27258.8
28.03.2017 01:30:00.000 GMT+0530,1.08648,1.08664,1.08584,1.08608,9731.560000000001
28.03.2017 05:30:00.000 GMT+0530,1.08609,1.08684,1.08552,1.08596,0.01730067999999981
28.03.2017 09:30:00.000 GMT+0530,1.08637,1.08689,1.08486,1.08587,0.021415680000000437
28.03.2017 13:30:00.000 GMT+0530,1.08586,1.08645,1.08454,1.08538,0.021801440000000314
28.03.2017 21:30:00.000 GMT+0530,1.08510,1.08527,1.07988,1.08130,0.034789340000002694
29.03.2017 01:30:00.000 GMT+0530,1.08131,1.08161,1.08087,1.08125,0.0034029200000000193
29.03.2017 05:30:00.000 GMT+0530,1.08162,1.08264,1.08088,1.08159,23207.539999999983
29.03.2017 09:30:00.000 GMT+0530,1.08160,1.08163,1.07772,1.07851,29430.280000000006
29.03.2017 13:30:00.000 GMT+0530,1.07851,1.07943,1.07473,1.07522,36427.259999999995
29.03.2017 17:30:00.000 GMT+0530,1.07522,1.07657,1.07398,1.07555,48426.04000000001
29.03.2017 21:30:00.000 GMT+0530,1.07556,1.07733,1.07491,1.07715,26519.999999999985
30.03.2017 01:30:00.000 GMT+0530,1.07715,1.07719,1.07574,1.07583,11196.390000000009
30.03.2017 05:30:00.000 GMT+0530,1.07582,1.07596,1.07414,1.07514,0.01934293999999975
30.03.2017 09:30:00.000 GMT+0530,1.07515,1.07544,1.07507,1.07532,0.003641570000000008
30.03.2017 13:30:00.000 GMT+0530,1.07376,1.07469,1.07333,1.07369,0.013595689999999081
30.03.2017 17:30:00.000 GMT+0530,1.07369,1.07531,1.07207,1.07339,0.0356693900000045
31.03.2017 01:30:00.000 GMT+0530,1.06800,1.06878,1.06718,1.06877,0.011838589999999679
31.03.2017 05:30:00.000 GMT+0530,1.06875,1.06885,1.06742,1.06754,26362.87000000002
31.03.2017 09:30:00.000 GMT+0530,1.06755,1.06925,1.06729,1.06912,32366.549999999992
31.03.2017 13:30:00.000 GMT+0530,1.06912,1.06974,1.06700,1.06856,34703.21999999997
31.03.2017 17:30:00.000 GMT+0530,1.06858,1.07018,1.06716,1.06971,52905.920000000006
31.03.2017 21:30:00.000 GMT+0530,1.06970,1.07004,1.06644,1.06694,28627.289999999997
01.04.2017 01:30:00.000 GMT+0530,1.06694,1.06716,1.06508,1.06528,9947.34
03.04.2017 01:30:00.000 GMT+0530,1.06594,1.06737,1.06585,1.06692,9205.400099999999
03.04.2017 05:30:00.000 GMT+0530,1.06692,1.06808,1.06671,1.06787,22972.7203
03.04.2017 09:30:00.000 GMT+0530,1.06787,1.06809,1.06589,1.06665,27163.399899999997
03.04.2017 13:30:00.000 GMT+0530,1.06664,1.06739,1.06497,1.06555,32399.9902
03.04.2017 17:30:00.000 GMT+0530,1.06556,1.06795,1.06423,1.06545,46598.7197
03.04.2017 21:30:00.000 GMT+0530,1.06545,1.06727,1.06544,1.06722,30604.529899999998
04.04.2017 01:30:00.000 GMT+0530,1.06722,1.06760,1.06654,1.06695,11417.3797
04.04.2017 05:30:00.000 GMT+0530,1.06695,1.06734,1.06630,1.06683,17725.999900000003
04.04.2017 09:30:00.000 GMT+0530,1.06682,1.06744,1.06442,1.06507,32314.130899999996
04.04.2017 13:30:00.000 GMT+0530,1.06507,1.06630,1.06355,1.06471,33694.1905
04.04.2017 17:30:00.000 GMT+0530,1.06472,1.06675,1.06467,1.06628,44248.4805
04.04.2017 21:30:00.000 GMT+0530,1.06627,1.06730,1.06481,1.06671,25333.2396
05.04.2017 01:30:00.000 GMT+0530,1.06672,1.06851,1.06657,1.06779,13418.82
05.04.2017 05:30:00.000 GMT+0530,1.06779,1.06832,1.06751,1.06772,18352.6403
