Local time,Open,High,Low,Close,Volume
29.05.2020 21:30:00.000 GMT+0530,1.11067,1.11111,1.10809,1.10997,53543.9307
30.05.2020 01:30:00.000 GMT+0530,1.10993,1.11085,1.10979,1.11036,4041.1875
01.06.2020 01:30:00.000 GMT+0530,1.11129,1.11195,1.11023,1.11156,9217.483400000001
01.06.2020 05:30:00.000 GMT+0530,1.11155,1.11402,1.11126,1.11329,36540.140100000004
01.06.2020 09:30:00.000 GMT+0530,1.11329,1.11540,1.11303,1.11487,41427.6909
01.06.2020 13:30:00.000 GMT+0530,1.11487,1.11487,1.11004,1.11117,71018.5898
01.06.2020 17:30:00.000 GMT+0530,1.11120,1.11404,1.11008,1.11226,63666.728500000005
01.06.2020 21:30:00.000 GMT+0530,1.11226,1.11363,1.11191,1.11351,21225.4199
02.06.2020 01:30:00.000 GMT+0530,1.11351,1.11363,1.11239,1.11251,6737.492400000001
02.06.2020 05:30:00.000 GMT+0530,1.11252,1.11384,1.11189,1.11268,18444.8297
02.06.2020 09:30:00.000 GMT+0530,1.11267,1.11379,1.11151,1.11277,35991.4502
02.06.2020 13:30:00.000 GMT+0530,1.11279,1.11877,1.11231,1.11690,88525.5996
02.06.2020 17:30:00.000 GMT+0530,1.11693,1.11959,1.11569,1.11657,90428.1191
02.06.2020 21:30:00.000 GMT+0530,1.11658,1.11838,1.11610,1.11651,32532.9795
03.06.2020 01:30:00.000 GMT+0530,1.11652,1.11873,1.11631,1.11851,10760.4765
03.06.2020 05:30:00.000 GMT+0530,1.11850,1.12109,1.11795,1.12076,31259.0796
03.06.2020 09:30:00.000 GMT+0530,1.12076,1.12275,1.11995,1.12163,35872.1308
03.06.2020 13:30:00.000 GMT+0530,1.12163,1.12267,1.11838,1.11942,61832.7198
03.06.2020 17:30:00.000 GMT+0530,1.11942,1.12514,1.11863,1.12460,76887.6192
03.06.2020 21:30:00.000 GMT+0530,1.12459,1.12577,1.12322,1.12420,26956.2706
04.06.2020 01:30:00.000 GMT+0530,1.12421,1.12440,1.12296,1.12349,9276.8002
04.06.2020 05:30:00.000 GMT+0530,1.12350,1.12352,1.12121,1.12163,21674.700100000002
04.06.2020 09:30:00.000 GMT+0530,1.12164,1.12212,1.11985,1.12015,29718.140099999997
04.06.2020 13:30:00.000 GMT+0530,1.12014,1.12721,1.11947,1.12668,53939.5986
04.06.2020 17:30:00.000 GMT+0530,1.12669,1.13623,1.12169,1.13218,117977.3028
04.06.2020 21:30:00.000 GMT+0530,1.13217,1.13619,1.13179,1.13300,41262.260800000004
05.06.2020 01:30:00.000 GMT+0530,1.13301,1.13444,1.13260,1.13354,11200.814900000001
05.06.2020 05:30:00.000 GMT+0530,1.13357,1.13443,1.13258,1.13390,22840.0098
05.06.2020 09:30:00.000 GMT+0530,1.13389,1.13836,1.13379,1.13486,46650.5108
05.06.2020 13:30:00.000 GMT+0530,1.13485,1.13559,1.13170,1.13355,54949.5009
05.06.2020 17:30:00.000 GMT+0530,1.13356,1.13435,1.12824,1.12957,98112.0107
05.06.2020 21:30:00.000 GMT+0530,1.12956,1.12995,1.12789,1.12915,36137.3199
06.06.2020 01:30:00.000 GMT+0530,1.12916,1.12920,1.12784,1.12911,4852.27
08.06.2020 01:30:00.000 GMT+0530,1.12934,1.13198,1.12930,1.13160,6413.0171
08.06.2020 05:30:00.000 GMT+0530,1.13160,1.13160,1.12849,1.12896,20656.4001
08.06.2020 09:30:00.000 GMT+0530,1.12897,1.13082,1.12811,1.13000,28722.0901
08.06.2020 13:30:00.000 GMT+0530,1.12999,1.13157,1.12682,1.12763,51078.2393
08.06.2020 17:30:00.000 GMT+0530,1.12762,1.13185,1.12758,1.12882,62871.538100000005
08.06.2020 21:30:00.000 GMT+0530,1.12884,1.13085,1.12856,1.12970,28087.2998
09.06.2020 01:30:00.000 GMT+0530,1.12971,1.13050,1.12896,1.13040,7887.9452
09.06.2020 05:30:00.000 GMT+0530,1.13040,1.13150,1.12839,1.12872,28138.0102
09.06.2020 09:30:00.000 GMT+0530,1.12873,1.12961,1.12551,1.12669,40863.3287
09.06.2020 13:30:00.000 GMT+0530,1.12668,1.12845,1.12409,1.12818,57928.831099999996
09.06.2020 17:30:00.000 GMT+0530,1.12817,1.13638,1.12797,1.13473,70887.7989
09.06.2020 21:30:00.000 GMT+0530,1.13474,1.13539,1.13325,1.13364,31051.0703
10.06.2020 01:30:00.000 GMT+0530,1.13367,1.13411,1.13311,1.13320,8893.3047
10.06.2020 05:30:00.000 GMT+0530,1.13320,1.13460,1.13320,1.13424,17251.6899
10.06.2020 09:30:00.000 GMT+0530,1.13424,1.13697,1.13408,1.13597,36206.56
10.06.2020 13:30:00.000 GMT+0530,1.13596,1.13894,1.13482,1.13857,50212.6397
10.06.2020 17:30:00.000 GMT+0530,1.13857,1.13889,1.13420,1.13540,63905.1416
10.06.2020 21:30:00.000 GMT+0530,1.13539,1.14224,1.13219,1.13894,71274.3706
11.06.2020 01:30:00.000 GMT+0530,1.13894,1.13905,1.13638,1.13667,13976.339699999999
11.06.2020 05:30:00.000 GMT+0530,1.13668,1.13952,1.13563,1.13572,28558.6196
11.06.2020 09:30:00.000 GMT+0530,1.13573,1.13730,1.13251,1.13632,55945.8506
11.06.2020 13:30:00.000 GMT+0530,1.13632,1.14014,1.13532,1.13555,61490.8701
11.06.2020 17:30:00.000 GMT+0530,1.13555,1.14036,1.13363,1.13786,78581.1612
11.06.2020 21:30:00.000 GMT+0530,1.13786,1.13836,1.12923,1.12993,62467.3603
12.06.2020 01:30:00.000 GMT+0530,1.12994,1.13029,1.12870,1.12879,19052.4473
12.06.2020 05:30:00.000 GMT+0530,1.12881,1.12977,1.12765,1.12935,35765.81
12.06.2020 09:30:00.000 GMT+0530,1.12936,1.13217,1.12912,1.13215,48206.3095
12.06.2020 13:30:00.000 GMT+0530,1.13215,1.13405,1.12924,1.13094,58108.2705
12.06.2020 17:30:00.000 GMT+0530,1.13092,1.13229,1.12332,1.12516,91162.5088
12.06.2020 21:30:00.000 GMT+0530,1.12518,1.12564,1.12125,1.12527,59293.751
13.06.2020 01:30:00.000 GMT+0530,1.12527,1.12619,1.12513,1.12550,3889.0925
15.06.2020 01:30:00.000 GMT+0530,1.12329,1.12582,1.12262,1.12515,17507.6049
15.06.2020 05:30:00.000 GMT+0530,1.12516,1.12643,1.12436,1.12633,39775.1499
15.06.2020 09:30:00.000 GMT+0530,1.12635,1.12682,1.12267,1.12440,57776.6011
15.06.2020 13:30:00.000 GMT+0530,1.12441,1.12676,1.12404,1.12577,65480.2705
15.06.2020 17:30:00.000 GMT+0530,1.12577,1.12938,1.12439,1.12696,72504.2295
15.06.2020 21:30:00.000 GMT+0530,1.12695,1.13324,1.12686,1.13144,36087.3905
16.06.2020 01:30:00.000 GMT+0530,1.13146,1.13380,1.13126,1.13375,10034.477599999998
16.06.2020 05:30:00.000 GMT+0530,1.13376,1.13483,1.13274,1.13394,23540.1201
16.06.2020 09:30:00.000 GMT+0530,1.13394,1.13532,1.13206,1.13228,39199.9209
16.06.2020 13:30:00.000 GMT+0530,1.13228,1.13472,1.12948,1.13036,47708.901399999995
16.06.2020 17:30:00.000 GMT+0530,1.13037,1.13190,1.12278,1.12571,87885.9599
16.06.2020 21:30:00.000 GMT+0530,1.12574,1.12732,1.12547,1.12615,28936.360399999998
17.06.2020 01:30:00.000 GMT+0530,1.12616,1.12660,1.12532,1.12648,10360.391800000001
17.06.2020 05:30:00.000 GMT+0530,1.12649,1.12731,1.12549,1.12642,29695.829599999997
17.06.2020 09:30:00.000 GMT+0530,1.12643,1.12939,1.12630,1.12665,38425.2197
17.06.2020 13:30:00.000 GMT+0530,1.12666,1.12754,1.12244,1.12306,62701.5107
17.06.2020 17:30:00.000 GMT+0530,1.12306,1.12484,1.12068,1.12183,72074.6992
17.06.2020 21:30:00.000 GMT+0530,1.12180,1.12401,1.12157,1.12389,34153.100099999996
18.06.2020 01:30:00.000 GMT+0530,1.12388,1.12475,1.12349,1.12419,11256.8201
18.06.2020 05:30:00.000 GMT+0530,1.12419,1.12517,1.12249,1.12492,30315.750500000002
18.06.2020 09:30:00.000 GMT+0530,1.12491,1.12612,1.12401,1.12430,35319.3902
18.06.2020 13:30:00.000 GMT+0530,1.12431,1.12613,1.12296,1.12342,59488.4013
18.06.2020 17:30:00.000 GMT+0530,1.12344,1.12347,1.12026,1.12151,66159.76849999999
18.06.2020 21:30:00.000 GMT+0530,1.12151,1.12173,1.11854,1.12024,33708.8101
19.06.2020 01:30:00.000 GMT+0530,1.12026,1.12132,1.11996,1.12076,9921.3509
19.06.2020 05:30:00.000 GMT+0530,1.12075,1.12144,1.11988,1.12144,24788.9399
19.06.2020 09:30:00.000 GMT+0530,1.12144,1.12217,1.12048,1.12126,26573.2893
19.06.2020 13:30:00.000 GMT+0530,1.12126,1.12195,1.11944,1.12100,40731.1006
19.06.2020 17:30:00.000 GMT+0530,1.12101,1.12542,1.11680,1.11881,100971.0606
19.06.2020 21:30:00.000 GMT+0530,1.11882,1.11962,1.11747,1.11863,36331.9307
20.06.2020 01:30:00.000 GMT+0530,1.11865,1.11880,1.11719,1.11759,2807.3999
22.06.2020 01:30:00.000 GMT+0530,1.11835,1.11874,1.11684,1.11766,6131.225
22.06.2020 05:30:00.000 GMT+0530,1.11766,1.11967,1.11737,1.11922,20739.4702
22.06.2020 09:30:00.000 GMT+0530,1.11921,1.12121,1.11880,1.12103,31562.4202
22.06.2020 13:30:00.000 GMT+0530,1.12103,1.12265,1.12031,1.12132,41303.919
22.06.2020 17:30:00.000 GMT+0530,1.12132,1.12698,1.12065,1.12599,53091.87209999999
22.06.2020 21:30:00.000 GMT+0530,1.12601,1.12637,1.12528,1.12555,24998.73
23.06.2020 01:30:00.000 GMT+0530,1.12557,1.12809,1.12542,1.12776,12547.3911
23.06.2020 05:30:00.000 GMT+0530,1.12775,1.12780,1.12330,1.12691,44465.6489
23.06.2020 09:30:00.000 GMT+0530,1.12690,1.13051,1.12565,1.13009,39602.279800000004
23.06.2020 13:30:00.000 GMT+0530,1.13011,1.13071,1.12813,1.13058,51190.3203
23.06.2020 17:30:00.000 GMT+0530,1.13060,1.13486,1.13060,1.13224,59590.021499999995
23.06.2020 21:30:00.000 GMT+0530,1.13224,1.13298,1.13018,1.13030,30465.100599999998
24.06.2020 01:30:00.000 GMT+0530,1.13031,1.13137,1.13027,1.13124,8623.6951
24.06.2020 05:30:00.000 GMT+0530,1.13124,1.13257,1.13089,1.13153,25490.9102
24.06.2020 09:30:00.000 GMT+0530,1.13154,1.13250,1.12916,1.12982,29131.5898
24.06.2020 13:30:00.000 GMT+0530,1.12981,1.13111,1.12685,1.12836,52852.8105
24.06.2020 17:30:00.000 GMT+0530,1.12839,1.12850,1.12572,1.12706,72255.669
24.06.2020 21:30:00.000 GMT+0530,1.12706,1.12807,1.12509,1.12519,41746.4502
25.06.2020 01:30:00.000 GMT+0530,1.12519,1.12571,1.12481,1.12499,10141.9
25.06.2020 05:30:00.000 GMT+0530,1.12500,1.12597,1.12398,1.12420,30192.5801
25.06.2020 09:30:00.000 GMT+0530,1.12421,1.12535,1.12238,1.12339,38900.6504
25.06.2020 13:30:00.000 GMT+0530,1.12341,1.12506,1.11921,1.11961,59492.2207
25.06.2020 17:30:00.000 GMT+0530,1.11962,1.12314,1.11903,1.12195,64885.569299999996
25.06.2020 21:30:00.000 GMT+0530,1.12196,1.12303,1.12142,1.12210,31745.671000000002
26.06.2020 01:30:00.000 GMT+0530,1.12211,1.12262,1.12132,1.12179,15583.671999999999
26.06.2020 05:30:00.000 GMT+0530,1.12179,1.12230,1.12081,1.12227,18570.68
26.06.2020 09:30:00.000 GMT+0530,1.12225,1.12296,1.12050,1.12251,23992.070399999997
26.06.2020 13:30:00.000 GMT+0530,1.12252,1.12393,1.12091,1.12104,35916.5703
26.06.2020 17:30:00.000 GMT+0530,1.12106,1.12290,1.11951,1.12146,55413.7002
26.06.2020 21:30:00.000 GMT+0530,1.12144,1.12384,1.12124,1.12269,25473.9291
27.06.2020 01:30:00.000 GMT+0530,1.12268,1.12292,1.12162,1.12170,3057.9199
29.06.2020 01:30:00.000 GMT+0530,1.12149,1.12280,1.12149,1.12219,5271.7678
29.06.2020 05:30:00.000 GMT+0530,1.12219,1.12468,1.12197,1.12394,21941.390199999998
29.06.2020 09:30:00.000 GMT+0530,1.12395,1.12668,1.12381,1.12433,34146.8496
29.06.2020 13:30:00.000 GMT+0530,1.12434,1.12879,1.12404,1.12785,39542.5497
29.06.2020 17:30:00.000 GMT+0530,1.12787,1.12870,1.12304,1.12359,54201.7304
29.06.2020 21:30:00.000 GMT+0530,1.12361,1.12419,1.12193,1.12362,22062.5
30.06.2020 01:30:00.000 GMT+0530,1.12363,1.12517,1.12340,1.12467,9190.5038
30.06.2020 05:30:00.000 GMT+0530,1.12466,1.12494,1.12346,1.12377,12802.4899
30.06.2020 09:30:00.000 GMT+0530,1.12379,1.12442,1.12039,1.12231,24887.010499999997
30.06.2020 13:30:00.000 GMT+0530,1.12230,1.12278,1.11940,1.11944,43375.9599
30.06.2020 17:30:00.000 GMT+0530,1.11943,1.12619,1.11910,1.12379,71223.92
30.06.2020 21:30:00.000 GMT+0530,1.12378,1.12517,1.12263,1.12337,34292.681099999994
01.07.2020 01:30:00.000 GMT+0530,1.12336,1.12364,1.12305,1.12335,7801.509900000001
01.07.2020 05:30:00.000 GMT+0530,1.12336,1.12406,1.12221,1.12265,18095.8199
01.07.2020 09:30:00.000 GMT+0530,1.12265,1.12343,1.12151,1.12315,27727.1602
01.07.2020 13:30:00.000 GMT+0530,1.12315,1.12448,1.11848,1.12036,46131.5595
01.07.2020 17:30:00.000 GMT+0530,1.12036,1.12751,1.11980,1.12584,60351.5996
01.07.2020 21:30:00.000 GMT+0530,1.12583,1.12669,1.12432,1.12507,27723.129800000002
02.07.2020 01:30:00.000 GMT+0530,1.12507,1.12566,1.12478,1.12511,9100.1798
02.07.2020 05:30:00.000 GMT+0530,1.12511,1.12630,1.12475,1.12628,17913.48
02.07.2020 09:30:00.000 GMT+0530,1.12628,1.12857,1.12615,1.12807,24299.3904
02.07.2020 13:30:00.000 GMT+0530,1.12807,1.13026,1.12748,1.12856,37884.3994
02.07.2020 17:30:00.000 GMT+0530,1.12857,1.12974,1.12252,1.12361,72173.6211
02.07.2020 21:30:00.000 GMT+0530,1.12360,1.12388,1.12233,1.12386,23206.8598
03.07.2020 01:30:00.000 GMT+0530,1.12386,1.12419,1.12340,1.12372,7986.742300000001
03.07.2020 05:30:00.000 GMT+0530,1.12373,1.12492,1.12331,1.12446,13523.8101
03.07.2020 09:30:00.000 GMT+0530,1.12446,1.12468,1.12242,1.12350,25243.5998
03.07.2020 13:30:00.000 GMT+0530,1.12349,1.12419,1.12192,1.12244,32460.7896
03.07.2020 17:30:00.000 GMT+0530,1.12244,1.12481,1.12201,1.12430,25835.779700000003
03.07.2020 21:30:00.000 GMT+0530,1.12430,1.12462,1.12357,1.12445,24754.5704
04.07.2020 01:30:00.000 GMT+0530,1.12444,1.12518,1.12370,1.12464,18676.7344
06.07.2020 01:30:00.000 GMT+0530,1.12433,1.12494,1.12411,1.12466,2507.875
06.07.2020 05:30:00.000 GMT+0530,1.12467,1.12853,1.12467,1.12826,16600.4302
06.07.2020 09:30:00.000 GMT+0530,1.12827,1.13026,1.12817,1.12970,24012.7897
06.07.2020 13:30:00.000 GMT+0530,1.12972,1.13205,1.12810,1.13187,36926.9697
06.07.2020 17:30:00.000 GMT+0530,1.13188,1.13454,1.13024,1.13070,43182.1612
06.07.2020 21:30:00.000 GMT+0530,1.13070,1.13190,1.13049,1.13091,17974.819600000003
07.07.2020 01:30:00.000 GMT+0530,1.13090,1.13142,1.13059,1.13123,6967.4501
07.07.2020 05:30:00.000 GMT+0530,1.13123,1.13325,1.13063,1.13102,18602.7901
07.07.2020 09:30:00.000 GMT+0530,1.13101,1.13159,1.12811,1.12853,22399.1601
07.07.2020 13:30:00.000 GMT+0530,1.12854,1.12944,1.12588,1.12904,40287.4189
07.07.2020 17:30:00.000 GMT+0530,1.12905,1.13068,1.12714,1.12976,45940.3403
07.07.2020 21:30:00.000 GMT+0530,1.12976,1.13001,1.12713,1.12717,26187
08.07.2020 01:30:00.000 GMT+0530,1.12718,1.12777,1.12685,1.12744,9286.6494
08.07.2020 05:30:00.000 GMT+0530,1.12745,1.12825,1.12649,1.12779,15431.9001
08.07.2020 09:30:00.000 GMT+0530,1.12779,1.12942,1.12623,1.12885,24955.0606
08.07.2020 13:30:00.000 GMT+0530,1.12886,1.12953,1.12659,1.12889,34948.8008
08.07.2020 17:30:00.000 GMT+0530,1.12890,1.13430,1.12780,1.13280,53190.2803
08.07.2020 21:30:00.000 GMT+0530,1.13280,1.13518,1.13263,1.13322,26920.1904
09.07.2020 01:30:00.000 GMT+0530,1.13321,1.13385,1.13263,1.13372,8380.0299
09.07.2020 05:30:00.000 GMT+0530,1.13372,1.13639,1.13275,1.13622,16919.2702
09.07.2020 09:30:00.000 GMT+0530,1.13621,1.13706,1.13251,1.13362,28350.270299999996
09.07.2020 13:30:00.000 GMT+0530,1.13363,1.13454,1.13162,1.13425,37381.5899
09.07.2020 17:30:00.000 GMT+0530,1.13427,1.13486,1.12853,1.12977,71362.6406
09.07.2020 21:30:00.000 GMT+0530,1.12976,1.13041,1.12842,1.12852,36461.979999999996
10.07.2020 01:30:00.000 GMT+0530,1.12852,1.12901,1.12801,1.12879,4995.73
10.07.2020 05:30:00.000 GMT+0530,1.12881,1.12889,1.12693,1.12742,17020.6099
10.07.2020 09:30:00.000 GMT+0530,1.12741,1.12808,1.12547,1.12789,34101.020099999994
10.07.2020 13:30:00.000 GMT+0530,1.12789,1.13005,1.12779,1.12862,40232.6796
10.07.2020 17:30:00.000 GMT+0530,1.12864,1.13247,1.12735,1.13167,58881.8701
10.07.2020 21:30:00.000 GMT+0530,1.13166,1.13170,1.12951,1.13004,25005.1504
11.07.2020 01:30:00.000 GMT+0530,1.13003,1.13037,1.12949,1.12990,2893.3601
13.07.2020 01:30:00.000 GMT+0530,1.13039,1.13173,1.13026,1.13085,5807.6248
13.07.2020 05:30:00.000 GMT+0530,1.13086,1.13303,1.13036,1.13266,21317.1001
13.07.2020 09:30:00.000 GMT+0530,1.13266,1.13360,1.13136,1.13183,31530.1302
13.07.2020 13:30:00.000 GMT+0530,1.13185,1.13383,1.13008,1.13342,77779.88870000001
13.07.2020 17:30:00.000 GMT+0530,1.13343,1.13709,1.13240,1.13641,53956.1699
13.07.2020 21:30:00.000 GMT+0530,1.13641,1.13748,1.13428,1.13497,47112.9796
14.07.2020 01:30:00.000 GMT+0530,1.13498,1.13502,1.13414,1.13447,16466.394800000002
14.07.2020 05:30:00.000 GMT+0530,1.13447,1.13485,1.13352,1.13420,23324.8204
14.07.2020 09:30:00.000 GMT+0530,1.13420,1.13488,1.13251,1.13310,31715.840300000003
14.07.2020 13:30:00.000 GMT+0530,1.13310,1.13812,1.13304,1.13777,63612.4082
14.07.2020 17:30:00.000 GMT+0530,1.13776,1.14068,1.13612,1.14056,167110.6485
14.07.2020 21:30:00.000 GMT+0530,1.14055,1.14086,1.13868,1.13888,55425.3692
15.07.2020 01:30:00.000 GMT+0530,1.13889,1.14123,1.13886,1.14099,13028.0689
15.07.2020 05:30:00.000 GMT+0530,1.14100,1.14230,1.13952,1.13976,26218.9902
15.07.2020 09:30:00.000 GMT+0530,1.13976,1.14375,1.13910,1.14325,37649.1098
15.07.2020 13:30:00.000 GMT+0530,1.14328,1.14476,1.14255,1.14380,80347.67180000001
15.07.2020 17:30:00.000 GMT+0530,1.14384,1.14520,1.14056,1.14056,110015.3096
15.07.2020 21:30:00.000 GMT+0530,1.14055,1.14117,1.14014,1.14092,42060.4204
16.07.2020 01:30:00.000 GMT+0530,1.14093,1.14180,1.14078,1.14168,6877.195
16.07.2020 05:30:00.000 GMT+0530,1.14168,1.14185,1.14002,1.14052,28370.4497
16.07.2020 09:30:00.000 GMT+0530,1.14051,1.14107,1.13928,1.14077,34589.6704
16.07.2020 13:30:00.000 GMT+0530,1.14074,1.14172,1.13781,1.14130,65182.2598
16.07.2020 17:30:00.000 GMT+0530,1.14130,1.14417,1.13995,1.14320,80883.72949999999
16.07.2020 21:30:00.000 GMT+0530,1.14321,1.14357,1.13704,1.13820,70871.1504
17.07.2020 01:30:00.000 GMT+0530,1.13820,1.13887,1.13756,1.13878,13763.464800000002
17.07.2020 05:30:00.000 GMT+0530,1.13877,1.13931,1.13774,1.13917,25175.9493
17.07.2020 09:30:00.000 GMT+0530,1.13916,1.13960,1.13779,1.13903,26852.380100000002
17.07.2020 13:30:00.000 GMT+0530,1.13904,1.14302,1.13878,1.14216,40795.46
17.07.2020 17:30:00.000 GMT+0530,1.14219,1.14398,1.14161,1.14369,48886.6103
17.07.2020 21:30:00.000 GMT+0530,1.14369,1.14436,1.14297,1.14396,24100.4199
18.07.2020 01:30:00.000 GMT+0530,1.14396,1.14397,1.14227,1.14269,3176.3899
20.07.2020 01:30:00.000 GMT+0530,1.14084,1.14456,1.14084,1.14421,7678.5633
20.07.2020 05:30:00.000 GMT+0530,1.14421,1.14421,1.14126,1.14184,23823.189899999998
20.07.2020 09:30:00.000 GMT+0530,1.14187,1.14669,1.14161,1.14556,42411.4502
20.07.2020 13:30:00.000 GMT+0530,1.14557,1.14677,1.14430,1.14459,66143.76079999999
20.07.2020 17:30:00.000 GMT+0530,1.14460,1.14499,1.14023,1.14430,86936.3204
20.07.2020 21:30:00.000 GMT+0530,1.14430,1.14482,1.14332,1.14480,58462.5895
21.07.2020 01:30:00.000 GMT+0530,1.14478,1.14586,1.14423,1.14557,6926.58
21.07.2020 05:30:00.000 GMT+0530,1.14559,1.14696,1.14402,1.14453,33261.270099999994
21.07.2020 09:30:00.000 GMT+0530,1.14452,1.14667,1.14228,1.14426,60912.6201
21.07.2020 13:30:00.000 GMT+0530,1.14428,1.14603,1.14289,1.14372,113254.82620000001
21.07.2020 17:30:00.000 GMT+0530,1.14372,1.14951,1.14249,1.14936,123281.59960000002
21.07.2020 21:30:00.000 GMT+0530,1.14936,1.15398,1.14913,1.15254,43537.6201
22.07.2020 01:30:00.000 GMT+0530,1.15253,1.15423,1.15204,1.15350,11497.0947
22.07.2020 05:30:00.000 GMT+0530,1.15350,1.15470,1.15293,1.15403,28643.23
22.07.2020 09:30:00.000 GMT+0530,1.15404,1.15455,1.15077,1.15185,71238.2512
22.07.2020 13:30:00.000 GMT+0530,1.15186,1.15836,1.15068,1.15783,141168.90029999998
22.07.2020 17:30:00.000 GMT+0530,1.15783,1.16013,1.15708,1.15868,178336.32809999998
22.07.2020 21:30:00.000 GMT+0530,1.15868,1.15898,1.15627,1.15783,39234.6904
23.07.2020 01:30:00.000 GMT+0530,1.15783,1.15783,1.15642,1.15646,9949.404999999999
23.07.2020 05:30:00.000 GMT+0530,1.15647,1.15775,1.15641,1.15768,30886.830599999998
23.07.2020 09:30:00.000 GMT+0530,1.15769,1.15983,1.15704,1.15859,33831.859300000004
23.07.2020 13:30:00.000 GMT+0530,1.15860,1.15945,1.15688,1.15720,47665.79
23.07.2020 17:30:00.000 GMT+0530,1.15719,1.16268,1.15403,1.16221,147246.44920000003
23.07.2020 21:30:00.000 GMT+0530,1.16224,1.16244,1.15887,1.15924,87654.7392
24.07.2020 01:30:00.000 GMT+0530,1.15925,1.16025,1.15899,1.15952,10071.7451
24.07.2020 05:30:00.000 GMT+0530,1.15953,1.16210,1.15923,1.16130,27981.7905
24.07.2020 09:30:00.000 GMT+0530,1.16130,1.16213,1.15901,1.16099,85314.6495
24.07.2020 13:30:00.000 GMT+0530,1.16099,1.16157,1.15812,1.16010,111896.3018
24.07.2020 17:30:00.000 GMT+0530,1.16009,1.16385,1.15978,1.16340,130691.45119999998
24.07.2020 21:30:00.000 GMT+0530,1.16343,1.16475,1.16287,1.16411,47563.5298
25.07.2020 01:30:00.000 GMT+0530,1.16411,1.16580,1.16407,1.16546,3845.4885
27.07.2020 01:30:00.000 GMT+0530,1.16430,1.16555,1.16413,1.16495,16069.0898
27.07.2020 05:30:00.000 GMT+0530,1.16496,1.17250,1.16494,1.17106,44718.2099
27.07.2020 09:30:00.000 GMT+0530,1.17106,1.17168,1.16895,1.16960,69667.1801
27.07.2020 13:30:00.000 GMT+0530,1.16959,1.17450,1.16818,1.17440,70919.0205
27.07.2020 17:30:00.000 GMT+0530,1.17442,1.17813,1.17280,1.17499,96367.9473
27.07.2020 21:30:00.000 GMT+0530,1.17501,1.17646,1.17423,1.17454,40685.509699999995
28.07.2020 01:30:00.000 GMT+0530,1.17453,1.17688,1.17441,1.17682,16341.5547
28.07.2020 05:30:00.000 GMT+0530,1.17681,1.17736,1.17141,1.17243,50050.3408
28.07.2020 09:30:00.000 GMT+0530,1.17243,1.17405,1.17058,1.17107,50733.220799999996
28.07.2020 13:30:00.000 GMT+0530,1.17110,1.17430,1.16987,1.17045,64769.9198
28.07.2020 17:30:00.000 GMT+0530,1.17045,1.17422,1.17041,1.17319,124298.5401
28.07.2020 21:30:00.000 GMT+0530,1.17319,1.17372,1.17122,1.17140,38587.1305
29.07.2020 01:30:00.000 GMT+0530,1.17139,1.17234,1.17118,1.17185,8087.0252
29.07.2020 05:30:00.000 GMT+0530,1.17185,1.17320,1.17139,1.17285,44798.979100000004
29.07.2020 09:30:00.000 GMT+0530,1.17286,1.17699,1.17245,1.17593,44417.5893
29.07.2020 13:30:00.000 GMT+0530,1.17593,1.17631,1.17201,1.17223,61539.9902
29.07.2020 17:30:00.000 GMT+0530,1.17221,1.17783,1.17184,1.17692,103129.65909999999
29.07.2020 21:30:00.000 GMT+0530,1.17693,1.18061,1.17539,1.17768,75344.6992
30.07.2020 01:30:00.000 GMT+0530,1.17768,1.17971,1.17764,1.17806,12669.2686
30.07.2020 05:30:00.000 GMT+0530,1.17809,1.17850,1.17656,1.17762,29918.8799
30.07.2020 09:30:00.000 GMT+0530,1.17762,1.17766,1.17458,1.17577,64659.4688
30.07.2020 13:30:00.000 GMT+0530,1.17578,1.17640,1.17308,1.17487,66579.4991
30.07.2020 17:30:00.000 GMT+0530,1.17486,1.18097,1.17423,1.17902,121376.57999999999
30.07.2020 21:30:00.000 GMT+0530,1.17903,1.18447,1.17900,1.18447,42181.2002
31.07.2020 01:30:00.000 GMT+0530,1.18445,1.18762,1.18365,1.18719,30109.4293
31.07.2020 05:30:00.000 GMT+0530,1.18718,1.19047,1.18618,1.18918,63951.5596
31.07.2020 09:30:00.000 GMT+0530,1.18918,1.19087,1.18740,1.18755,132556.5654
31.07.2020 13:30:00.000 GMT+0530,1.18756,1.18859,1.18273,1.18397,72703.1113
31.07.2020 17:30:00.000 GMT+0530,1.18397,1.18523,1.18018,1.18218,203200.4044
31.07.2020 21:30:00.000 GMT+0530,1.18217,1.18218,1.17617,1.17787,75743.9395
01.08.2020 01:30:00.000 GMT+0530,1.17787,1.17834,1.17693,1.17753,5383.79
03.08.2020 01:30:00.000 GMT+0530,1.17725,1.17966,1.17717,1.17810,7695.743700000001
03.08.2020 05:30:00.000 GMT+0530,1.17809,1.17887,1.17405,1.17728,43687.56049999999
03.08.2020 09:30:00.000 GMT+0530,1.17727,1.17821,1.17488,1.17621,41404.619
03.08.2020 13:30:00.000 GMT+0530,1.17624,1.17849,1.17139,1.17252,113323.4972
03.08.2020 17:30:00.000 GMT+0530,1.17251,1.17507,1.16959,1.17496,76825.9405
03.08.2020 21:30:00.000 GMT+0530,1.17497,1.17656,1.17381,1.17640,29357.029899999998
04.08.2020 01:30:00.000 GMT+0530,1.17639,1.17678,1.17560,1.17603,8175.0802
04.08.2020 05:30:00.000 GMT+0530,1.17603,1.17738,1.17521,1.17676,22025.1704
