<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2013.03.18	20:00:00	1.29467	1.29678	1.29240	1.29425	5981	0	1
2013.03.19	00:00:00	1.29423	1.29655	1.29352	1.29565	6241	0	1
2013.03.19	04:00:00	1.29564	1.29694	1.29342	1.29496	5299	0	1
2013.03.19	08:00:00	1.29495	1.29610	1.29156	1.29309	12563	0	1
2013.03.19	12:00:00	1.29310	1.29604	1.29120	1.29401	12444	0	1
2013.03.19	16:00:00	1.29403	1.29413	1.28438	1.28743	15386	0	1
2013.03.19	20:00:00	1.28749	1.29202	1.28569	1.28578	8085	0	1
2013.03.20	00:00:00	1.28578	1.28786	1.28566	1.28766	4649	0	1
2013.03.20	04:00:00	1.28765	1.28910	1.28689	1.28861	4762	0	1
2013.03.20	08:00:00	1.28862	1.29350	1.28784	1.29156	13211	0	1
2013.03.20	12:00:00	1.29157	1.29721	1.29034	1.29510	13507	0	1
2013.03.20	16:00:00	1.29526	1.29776	1.29317	1.29450	10933	0	1
2013.03.20	20:00:00	1.29451	1.29559	1.29308	1.29330	5645	0	1
2013.03.21	00:00:00	1.29331	1.29530	1.29286	1.29525	5536	0	4
2013.03.21	04:00:00	1.29524	1.29551	1.29325	1.29372	4669	0	1
2013.03.21	08:00:00	1.29370	1.29502	1.28799	1.29168	13830	0	1
2013.03.21	12:00:00	1.29166	1.29314	1.28830	1.29050	13512	0	1
2013.03.21	16:00:00	1.29047	1.29420	1.28871	1.29155	10724	0	1
2013.03.21	20:00:00	1.29152	1.29280	1.28898	1.28980	6070	0	1
2013.03.22	00:00:00	1.28981	1.29154	1.28976	1.29089	4567	0	1
2013.03.22	04:00:00	1.29088	1.29241	1.28880	1.29002	5071	0	1
2013.03.22	08:00:00	1.29000	1.29450	1.28910	1.29365	11625	0	1
2013.03.22	12:00:00	1.29363	1.30036	1.29360	1.29768	12631	0	1
2013.03.22	16:00:00	1.29767	1.30095	1.29696	1.29827	9660	0	1
2013.03.22	20:00:00	1.29828	1.30071	1.29776	1.29867	2971	0	1
2013.03.25	00:00:00	1.29724	1.30472	1.29724	1.30280	8778	0	1
2013.03.25	04:00:00	1.30275	1.30479	1.30272	1.30294	5073	0	1
2013.03.25	08:00:00	1.30295	1.30329	1.29845	1.29945	10600	0	1
2013.03.25	12:00:00	1.29946	1.30040	1.28651	1.28797	13712	0	1
2013.03.25	16:00:00	1.28795	1.28948	1.28296	1.28644	13241	0	1
2013.03.25	20:00:00	1.28647	1.28656	1.28431	1.28593	5583	0	4
2013.03.26	00:00:00	1.28596	1.28718	1.28529	1.28665	5943	0	1
2013.03.26	04:00:00	1.28664	1.28803	1.28600	1.28793	4737	0	1
2013.03.26	08:00:00	1.28795	1.28847	1.28396	1.28708	11655	0	1
2013.03.26	12:00:00	1.28707	1.28804	1.28286	1.28719	13771	0	1
2013.03.26	16:00:00	1.28711	1.28895	1.28420	1.28575	8149	0	1
2013.03.26	20:00:00	1.28574	1.28634	1.28516	1.28633	3895	0	2
2013.03.27	00:00:00	1.28632	1.28668	1.28511	1.28547	4860	0	4
2013.03.27	04:00:00	1.28550	1.28561	1.28375	1.28496	5379	0	1
2013.03.27	08:00:00	1.28495	1.28515	1.27820	1.27931	12707	0	1
2013.03.27	12:00:00	1.27930	1.27982	1.27509	1.27697	12280	0	1
2013.03.27	16:00:00	1.27700	1.27893	1.27635	1.27740	8253	0	1
2013.03.27	20:00:00	1.27746	1.27852	1.27642	1.27785	3924	0	4
2013.03.28	00:00:00	1.27786	1.27908	1.27734	1.27864	5147	0	1
2013.03.28	04:00:00	1.27866	1.28084	1.27765	1.27996	4318	0	1
2013.03.28	08:00:00	1.27995	1.28143	1.27550	1.27976	12215	0	1
2013.03.28	12:00:00	1.27979	1.28404	1.27916	1.28275	11509	0	1
2013.03.28	16:00:00	1.28276	1.28443	1.28104	1.28216	7936	0	1
2013.03.28	20:00:00	1.28218	1.28278	1.28125	1.28144	3191	0	4
2013.03.29	00:00:00	1.28144	1.28368	1.28112	1.28292	4117	0	3
2013.03.29	04:00:00	1.28289	1.28329	1.27930	1.28055	4390	0	1
2013.03.29	08:00:00	1.28056	1.28263	1.28024	1.28179	4235	0	1
2013.03.29	12:00:00	1.28178	1.28259	1.28124	1.28196	3387	0	1
2013.03.29	16:00:00	1.28197	1.28223	1.28107	1.28212	2985	0	1
2013.03.29	20:00:00	1.28213	1.28242	1.28148	1.28148	1319	0	4
2013.04.01	00:00:00	1.28112	1.28120	1.27710	1.27771	3575	0	3
2013.04.01	04:00:00	1.27770	1.27952	1.27747	1.27908	3710	0	4
2013.04.01	08:00:00	1.27907	1.28185	1.27888	1.28159	5113	0	1
2013.04.01	12:00:00	1.28160	1.28262	1.28022	1.28184	5100	0	1
2013.04.01	16:00:00	1.28184	1.28677	1.28182	1.28535	5955	0	1
2013.04.01	20:00:00	1.28533	1.28570	1.28399	1.28435	3714	0	1
2013.04.02	00:00:00	1.28431	1.28758	1.28429	1.28693	4594	0	1
2013.04.02	04:00:00	1.28690	1.28775	1.28545	1.28549	4825	0	3
2013.04.02	08:00:00	1.28550	1.28730	1.28242	1.28419	11272	0	1
2013.04.02	12:00:00	1.28426	1.28560	1.28119	1.28250	10144	0	1
2013.04.02	16:00:00	1.28249	1.28461	1.28135	1.28206	7308	0	1
2013.04.02	20:00:00	1.28206	1.28256	1.28086	1.28223	3554	0	1
2013.04.03	00:00:00	1.28221	1.28267	1.27950	1.28008	4357	0	1
2013.04.03	04:00:00	1.28008	1.28108	1.27986	1.28051	3632	0	1
2013.04.03	08:00:00	1.28050	1.28370	1.27898	1.28280	9397	0	1
2013.04.03	12:00:00	1.28281	1.28537	1.28081	1.28513	10021	0	1
2013.04.03	16:00:00	1.28514	1.28639	1.28355	1.28466	7864	0	1
2013.04.03	20:00:00	1.28463	1.28532	1.28404	1.28427	4069	0	4
2013.04.04	00:00:00	1.28427	1.28534	1.28400	1.28431	3831	0	1
2013.04.04	04:00:00	1.28430	1.28495	1.28271	1.28321	5957	0	1
2013.04.04	08:00:00	1.28317	1.28439	1.27828	1.27949	11506	0	1
2013.04.04	12:00:00	1.27950	1.28601	1.27454	1.28437	13968	0	1
2013.04.04	16:00:00	1.28430	1.29486	1.28430	1.29376	10849	0	1
2013.04.04	20:00:00	1.29377	1.29487	1.29275	1.29330	5225	0	1
2013.04.05	00:00:00	1.29330	1.29372	1.29215	1.29310	5780	0	1
2013.04.05	04:00:00	1.29311	1.29378	1.29151	1.29187	5965	0	1
2013.04.05	08:00:00	1.29187	1.29332	1.29005	1.29182	9792	0	1
2013.04.05	12:00:00	1.29182	1.30270	1.29160	1.29996	13462	0	1
2013.04.05	16:00:00	1.29994	1.30397	1.29950	1.30170	9029	0	1
2013.04.05	20:00:00	1.30165	1.30193	1.29888	1.29915	4483	0	3
2013.04.08	00:00:00	1.29937	1.30060	1.29869	1.29933	6560	0	1
2013.04.08	04:00:00	1.29936	1.29964	1.29770	1.29821	4604	0	1
2013.04.08	08:00:00	1.29820	1.30185	1.29683	1.30124	9714	0	1
2013.04.08	12:00:00	1.30122	1.30376	1.30014	1.30232	9862	0	1
2013.04.08	16:00:00	1.30235	1.30261	1.29942	1.30170	6924	0	1
2013.04.08	20:00:00	1.30174	1.30184	1.29921	1.30184	4711	0	1
2013.04.09	00:00:00	1.30184	1.30679	1.30100	1.30623	6939	0	1
2013.04.09	04:00:00	1.30624	1.30630	1.30287	1.30335	5238	0	1
2013.04.09	08:00:00	1.30333	1.30503	1.30045	1.30397	10850	0	1
2013.04.09	12:00:00	1.30397	1.30735	1.30325	1.30475	9827	0	1
2013.04.09	16:00:00	1.30475	1.31002	1.30284	1.30906	9431	0	1
2013.04.09	20:00:00	1.30908	1.31029	1.30785	1.30812	4360	0	1
2013.04.10	00:00:00	1.30811	1.30867	1.30746	1.30818	4603	0	4
2013.04.10	04:00:00	1.30814	1.30906	1.30730	1.30765	4607	0	4
2013.04.10	08:00:00	1.30765	1.31214	1.30744	1.30953	9783	0	4
2013.04.10	12:00:00	1.30953	1.31086	1.30643	1.30763	10476	0	6
2013.04.10	16:00:00	1.30762	1.30880	1.30532	1.30564	8058	0	4
2013.04.10	20:00:00	1.30566	1.30724	1.30521	1.30667	4226	0	4
2013.04.11	00:00:00	1.30668	1.30700	1.30431	1.30500	5925	0	5
2013.04.11	04:00:00	1.30499	1.30708	1.30495	1.30700	4614	0	4
2013.04.11	08:00:00	1.30698	1.30978	1.30635	1.30950	9442	0	1
2013.04.11	12:00:00	1.30951	1.31380	1.30840	1.30942	12189	0	1
2013.04.11	16:00:00	1.30941	1.31372	1.30937	1.31147	8237	0	1
2013.04.11	20:00:00	1.31146	1.31220	1.30956	1.31065	4679	0	1
2013.04.12	00:00:00	1.31065	1.31182	1.31031	1.31140	5322	0	4
2013.04.12	04:00:00	1.31138	1.31262	1.31092	1.31123	4154	0	4
2013.04.12	08:00:00	1.31125	1.31125	1.30400	1.30455	11919	0	2
2013.04.12	12:00:00	1.30460	1.30837	1.30366	1.30803	11168	0	1
2013.04.12	16:00:00	1.30802	1.31008	1.30761	1.30930	8395	0	1
2013.04.12	20:00:00	1.30930	1.31256	1.30780	1.31082	4248	0	4
2013.04.15	00:00:00	1.31025	1.31094	1.30928	1.31036	5532	0	1
2013.04.15	04:00:00	1.31035	1.31036	1.30651	1.30730	7347	0	4
2013.04.15	08:00:00	1.30729	1.30926	1.30522	1.30632	10792	0	1
2013.04.15	12:00:00	1.30633	1.31072	1.30567	1.30860	11818	0	1
2013.04.15	16:00:00	1.30860	1.30925	1.30680	1.30696	9023	0	1
2013.04.15	20:00:00	1.30700	1.30705	1.30210	1.30466	11115	0	1
2013.04.16	00:00:00	1.30466	1.30571	1.30307	1.30310	8512	0	1
2013.04.16	04:00:00	1.30310	1.30817	1.30306	1.30750	6680	0	4
2013.04.16	08:00:00	1.30748	1.30878	1.30275	1.30732	13987	0	1
2013.04.16	12:00:00	1.30730	1.31478	1.30700	1.31263	13684	0	1
2013.04.16	16:00:00	1.31263	1.31985	1.31213	1.31909	11474	0	1
2013.04.16	20:00:00	1.31908	1.32015	1.31700	1.31790	4936	0	1
2013.04.17	00:00:00	1.31790	1.31877	1.31735	1.31800	5750	0	1
2013.04.17	04:00:00	1.31800	1.31829	1.31705	1.31759	5016	0	1
2013.04.17	08:00:00	1.31758	1.31995	1.31525	1.31603	12436	0	1
2013.04.17	12:00:00	1.31604	1.31648	1.31100	1.31100	13110	0	1
2013.04.17	16:00:00	1.31115	1.31136	1.30011	1.30367	14365	0	1
2013.04.17	20:00:00	1.30369	1.30381	1.30100	1.30355	7269	0	1
2013.04.18	00:00:00	1.30355	1.30385	1.30208	1.30327	6052	0	1
2013.04.18	04:00:00	1.30330	1.30610	1.30330	1.30497	6937	0	1
2013.04.18	08:00:00	1.30499	1.30738	1.30304	1.30672	11564	0	1
2013.04.18	12:00:00	1.30671	1.30763	1.30370	1.30535	11844	0	1
2013.04.18	16:00:00	1.30537	1.30961	1.30258	1.30627	12242	0	1
2013.04.18	20:00:00	1.30628	1.30643	1.30430	1.30483	6948	0	2
2013.04.19	00:00:00	1.30485	1.30610	1.30485	1.30591	3837	0	1
2013.04.19	04:00:00	1.30592	1.30751	1.30592	1.30663	4797	0	4
2013.04.19	08:00:00	1.30663	1.30971	1.30585	1.30934	11236	0	2
2013.04.19	12:00:00	1.30935	1.31282	1.30710	1.31118	11486	0	1
2013.04.19	16:00:00	1.31126	1.31189	1.30542	1.30754	9720	0	1
2013.04.19	20:00:00	1.30752	1.30790	1.30470	1.30510	4601	0	4
2013.04.22	00:00:00	1.30691	1.30830	1.30530	1.30756	4435	0	1
2013.04.22	04:00:00	1.30756	1.30840	1.30624	1.30706	3464	0	1
2013.04.22	08:00:00	1.30707	1.30754	1.30316	1.30445	10849	0	2
2013.04.22	12:00:00	1.30442	1.30555	1.30150	1.30292	10301	0	2
2013.04.22	16:00:00	1.30298	1.30557	1.30216	1.30473	8197	0	3
2013.04.22	20:00:00	1.30472	1.30685	1.30463	1.30615	3715	0	3
2013.04.23	00:00:00	1.30615	1.30665	1.30410	1.30462	4328	0	2
2013.04.23	04:00:00	1.30460	1.30545	1.30325	1.30467	6173	0	2
2013.04.23	08:00:00	1.30470	1.30831	1.29730	1.29870	13405	0	2
2013.04.23	12:00:00	1.29870	1.30229	1.29760	1.30193	10708	0	2
2013.04.23	16:00:00	1.30194	1.30279	1.29971	1.30023	9364	0	2
2013.04.23	20:00:00	1.30021	1.30068	1.29875	1.30006	5047	0	2
2013.04.24	00:00:00	1.30010	1.30060	1.29897	1.29950	4781	0	2
2013.04.24	04:00:00	1.29949	1.30101	1.29880	1.30043	4073	0	4
2013.04.24	08:00:00	1.30044	1.30233	1.29547	1.30233	11455	0	2
2013.04.24	12:00:00	1.30238	1.30340	1.29788	1.29915	10411	0	2
2013.04.24	16:00:00	1.29913	1.30234	1.29736	1.30165	8793	0	6
2013.04.24	20:00:00	1.30161	1.30285	1.30103	1.30111	4746	0	4
2013.04.25	00:00:00	1.30111	1.30604	1.30105	1.30500	5011	0	4
2013.04.25	04:00:00	1.30495	1.30529	1.30388	1.30427	4794	0	1
2013.04.25	08:00:00	1.30428	1.30766	1.30266	1.30610	10893	0	1
2013.04.25	12:00:00	1.30607	1.30933	1.30110	1.30135	10912	0	1
2013.04.25	16:00:00	1.30145	1.30194	1.29887	1.30180	8683	0	2
2013.04.25	20:00:00	1.30180	1.30213	1.29990	1.30088	4625	0	2
2013.04.26	00:00:00	1.30090	1.30340	1.29980	1.30340	5863	0	2
2013.04.26	04:00:00	1.30341	1.30475	1.30186	1.30191	7367	0	2
2013.04.26	08:00:00	1.30192	1.30441	1.30067	1.30231	10454	0	2
2013.04.26	12:00:00	1.30232	1.30352	1.29905	1.30100	14186	0	1
2013.04.26	16:00:00	1.30103	1.30364	1.30015	1.30257	7901	0	1
2013.04.26	20:00:00	1.30255	1.30338	1.30205	1.30267	3470	0	1
2013.04.29	00:00:00	1.30585	1.30603	1.30318	1.30506	4277	0	1
2013.04.29	04:00:00	1.30507	1.30538	1.30426	1.30461	3728	0	1
2013.04.29	08:00:00	1.30460	1.30999	1.30460	1.30790	9652	0	1
2013.04.29	12:00:00	1.30782	1.31163	1.30767	1.30862	10006	0	1
2013.04.29	16:00:00	1.30859	1.31128	1.30813	1.30960	7743	0	1
2013.04.29	20:00:00	1.30961	1.31025	1.30900	1.30929	3809	0	4
2013.04.30	00:00:00	1.30929	1.30985	1.30846	1.30913	3623	0	1
2013.04.30	04:00:00	1.30915	1.31206	1.30850	1.31098	4477	0	1
2013.04.30	08:00:00	1.31106	1.31106	1.30540	1.30765	10424	0	1
2013.04.30	12:00:00	1.30765	1.31494	1.30631	1.31425	9948	0	1
2013.04.30	16:00:00	1.31427	1.31858	1.31349	1.31570	10104	0	1
2013.04.30	20:00:00	1.31572	1.31730	1.31486	1.31664	4265	0	1
2013.05.01	00:00:00	1.31667	1.31791	1.31610	1.31653	4450	0	2
2013.05.01	04:00:00	1.31653	1.31700	1.31605	1.31697	3512	0	1
2013.05.01	08:00:00	1.31696	1.31997	1.31643	1.31922	5492	0	1
2013.05.01	12:00:00	1.31922	1.32427	1.31865	1.32104	9545	0	1
2013.05.01	16:00:00	1.32105	1.32215	1.31781	1.31937	7844	0	4
2013.05.01	20:00:00	1.31939	1.32226	1.31685	1.31836	8120	0	4
2013.05.02	00:00:00	1.31842	1.31897	1.31700	1.31794	5331	0	4
2013.05.02	04:00:00	1.31794	1.31812	1.31660	1.31748	3867	0	1
2013.05.02	08:00:00	1.31747	1.31788	1.31472	1.31673	8739	0	1
2013.05.02	12:00:00	1.31674	1.32176	1.30609	1.30790	15468	0	1
2013.05.02	16:00:00	1.30792	1.30919	1.30376	1.30675	10039	0	1
2013.05.02	20:00:00	1.30677	1.30682	1.30545	1.30618	4008	0	1
2013.05.03	00:00:00	1.30620	1.30730	1.30605	1.30726	3186	0	1
2013.05.03	04:00:00	1.30727	1.30775	1.30684	1.30727	2646	0	1
2013.05.03	08:00:00	1.30726	1.31372	1.30639	1.31211	10149	0	1
2013.05.03	12:00:00	1.31210	1.31454	1.30323	1.31125	13492	0	1
2013.05.03	16:00:00	1.31127	1.31582	1.31020	1.31041	8973	0	1
2013.05.03	20:00:00	1.31042	1.31201	1.31027	1.31131	3281	0	1
2013.05.06	00:00:00	1.31170	1.31406	1.31103	1.31260	3704	0	1
2013.05.06	04:00:00	1.31261	1.31267	1.31170	1.31185	2673	0	1
2013.05.06	08:00:00	1.31190	1.31230	1.30921	1.31078	7342	0	1
2013.05.06	12:00:00	1.31080	1.31161	1.30975	1.30990	6581	0	1
2013.05.06	16:00:00	1.30989	1.31109	1.30534	1.30788	6362	0	1
2013.05.06	20:00:00	1.30791	1.30856	1.30722	1.30727	2690	0	4
2013.05.07	00:00:00	1.30728	1.30813	1.30677	1.30782	3670	0	1
2013.05.07	04:00:00	1.30782	1.30943	1.30745	1.30884	4215	0	1
2013.05.07	08:00:00	1.30888	1.30902	1.30678	1.30777	8379	0	1
2013.05.07	12:00:00	1.30778	1.31315	1.30778	1.31107	9708	0	1
2013.05.07	16:00:00	1.31103	1.31166	1.30732	1.30859	6563	0	1
2013.05.07	20:00:00	1.30860	1.30862	1.30730	1.30787	3414	0	1
2013.05.08	00:00:00	1.30787	1.30976	1.30715	1.30912	3835	0	4
2013.05.08	04:00:00	1.30913	1.30956	1.30858	1.30925	3463	0	1
2013.05.08	08:00:00	1.30922	1.31301	1.30870	1.31235	9876	0	1
2013.05.08	12:00:00	1.31235	1.31771	1.31205	1.31707	11206	0	1
2013.05.08	16:00:00	1.31708	1.31944	1.31559	1.31640	7356	0	1
2013.05.08	20:00:00	1.31636	1.31647	1.31509	1.31600	4181	0	1
2013.05.09	00:00:00	1.31592	1.31671	1.31532	1.31574	4253	0	1
2013.05.09	04:00:00	1.31574	1.31672	1.31540	1.31549	3237	0	1
2013.05.09	08:00:00	1.31548	1.31769	1.31344	1.31444	8360	0	2
2013.05.09	12:00:00	1.31443	1.31571	1.30948	1.30965	9501	0	1
2013.05.09	16:00:00	1.30962	1.31141	1.30840	1.31016	7877	0	1
2013.05.09	20:00:00	1.31018	1.31046	1.30098	1.30441	9591	0	1
2013.05.10	00:00:00	1.30446	1.30451	1.30215	1.30398	6005	0	1
2013.05.10	04:00:00	1.30397	1.30506	1.30358	1.30429	4018	0	1
2013.05.10	08:00:00	1.30427	1.30489	1.29905	1.30057	12840	0	1
2013.05.10	12:00:00	1.30060	1.30158	1.29776	1.29990	14233	0	1
2013.05.10	16:00:00	1.29991	1.29993	1.29350	1.29768	11663	0	1
2013.05.10	20:00:00	1.29766	1.29935	1.29753	1.29853	3660	0	4
2013.05.13	00:00:00	1.29756	1.29763	1.29596	1.29692	4696	0	1
2013.05.13	04:00:00	1.29693	1.29875	1.29637	1.29841	4427	0	1
2013.05.13	08:00:00	1.29839	1.29914	1.29524	1.29759	9852	0	1
2013.05.13	12:00:00	1.29758	1.29951	1.29415	1.29870	11347	0	1
2013.05.13	16:00:00	1.29870	1.29982	1.29649	1.29735	8267	0	1
2013.05.13	20:00:00	1.29735	1.29827	1.29673	1.29820	3739	0	4
2013.05.14	00:00:00	1.29817	1.30258	1.29766	1.30152	5213	0	1
2013.05.14	04:00:00	1.30151	1.30192	1.29974	1.30067	4621	0	1
2013.05.14	08:00:00	1.30067	1.30293	1.29841	1.29872	10609	0	1
2013.05.14	12:00:00	1.29864	1.29864	1.29468	1.29731	12273	0	1
2013.05.14	16:00:00	1.29728	1.29944	1.29315	1.29423	10724	0	1
2013.05.14	20:00:00	1.29427	1.29462	1.29129	1.29313	5311	0	1
2013.05.15	00:00:00	1.29313	1.29412	1.29208	1.29208	3819	0	1
2013.05.15	04:00:00	1.29216	1.29424	1.29210	1.29283	4111	0	1
2013.05.15	08:00:00	1.29284	1.29284	1.28795	1.28820	12339	0	1
2013.05.15	12:00:00	1.28822	1.28895	1.28430	1.28693	13360	0	1
2013.05.15	16:00:00	1.28685	1.28769	1.28470	1.28722	9558	0	1
2013.05.15	20:00:00	1.28721	1.28880	1.28688	1.28802	4372	0	1
2013.05.16	00:00:00	1.28808	1.28889	1.28711	1.28720	4430	0	1
2013.05.16	04:00:00	1.28719	1.28801	1.28635	1.28652	4184	0	1
2013.05.16	08:00:00	1.28652	1.28822	1.28463	1.28721	10145	0	1
2013.05.16	12:00:00	1.28720	1.29193	1.28613	1.29015	11552	0	1
2013.05.16	16:00:00	1.29015	1.29297	1.28839	1.29063	9243	0	1
2013.05.16	20:00:00	1.29063	1.29125	1.28685	1.28829	6048	0	1
2013.05.17	00:00:00	1.28835	1.28897	1.28668	1.28696	4075	0	1
2013.05.17	04:00:00	1.28695	1.28695	1.28550	1.28603	3956	0	1
2013.05.17	08:00:00	1.28603	1.28859	1.28504	1.28824	9226	0	1
2013.05.17	12:00:00	1.28824	1.28889	1.27962	1.28230	12309	0	1
2013.05.17	16:00:00	1.28245	1.28388	1.28034	1.28342	8811	0	1
2013.05.17	20:00:00	1.28343	1.28389	1.28255	1.28363	3675	0	1
2013.05.20	00:00:00	1.28446	1.28474	1.28192	1.28325	5343	0	1
2013.05.20	04:00:00	1.28325	1.28525	1.28300	1.28412	4391	0	1
2013.05.20	08:00:00	1.28411	1.28782	1.28365	1.28630	7485	0	1
2013.05.20	12:00:00	1.28640	1.28686	1.28420	1.28480	8317	0	1
2013.05.20	16:00:00	1.28481	1.28824	1.28452	1.28760	6854	0	1
2013.05.20	20:00:00	1.28761	1.29006	1.28758	1.28839	5384	0	1
2013.05.21	00:00:00	1.28840	1.29035	1.28619	1.28813	5920	0	1
2013.05.21	04:00:00	1.28815	1.28950	1.28785	1.28897	4691	0	1
2013.05.21	08:00:00	1.28897	1.29012	1.28537	1.28683	9197	0	1
2013.05.21	12:00:00	1.28684	1.28751	1.28413	1.28600	9536	0	1
2013.05.21	16:00:00	1.28596	1.29333	1.28441	1.28994	11126	0	1
2013.05.21	20:00:00	1.28991	1.29128	1.28968	1.29061	3904	0	1
2013.05.22	00:00:00	1.29055	1.29385	1.29054	1.29248	5189	0	4
2013.05.22	04:00:00	1.29248	1.29295	1.29071	1.29093	3962	0	2
2013.05.22	08:00:00	1.29095	1.29444	1.29033	1.29362	10134	0	1
2013.05.22	12:00:00	1.29359	1.29576	1.29150	1.29460	11078	0	1
2013.05.22	16:00:00	1.29459	1.29980	1.28433	1.28573	17845	0	1
2013.05.22	20:00:00	1.28569	1.28714	1.28335	1.28529	10454	0	1
2013.05.23	00:00:00	1.28527	1.28560	1.28241	1.28348	7331	0	1
2013.05.23	04:00:00	1.28353	1.28557	1.28353	1.28387	9496	0	1
2013.05.23	08:00:00	1.28386	1.29041	1.28214	1.28805	21535	0	1
2013.05.23	12:00:00	1.28804	1.29208	1.28758	1.29033	17081	0	1
2013.05.23	16:00:00	1.29029	1.29564	1.28965	1.29345	11270	0	1
2013.05.23	20:00:00	1.29340	1.29470	1.29285	1.29321	5148	0	1
2013.05.24	00:00:00	1.29322	1.29351	1.29043	1.29138	4829	0	4
2013.05.24	04:00:00	1.29139	1.29365	1.29074	1.29314	7922	0	1
2013.05.24	08:00:00	1.29315	1.29904	1.29226	1.29604	14641	0	1
2013.05.24	12:00:00	1.29602	1.29933	1.29131	1.29531	17333	0	1
2013.05.24	16:00:00	1.29530	1.29581	1.29106	1.29198	11661	0	1
2013.05.24	20:00:00	1.29206	1.29370	1.29192	1.29278	3755	0	1
2013.05.27	00:00:00	1.29363	1.29442	1.29152	1.29203	5488	0	1
2013.05.27	04:00:00	1.29202	1.29321	1.29192	1.29320	3395	0	1
2013.05.27	08:00:00	1.29320	1.29484	1.29269	1.29446	6794	0	1
2013.05.27	12:00:00	1.29448	1.29485	1.29316	1.29408	5290	0	1
2013.05.27	16:00:00	1.29408	1.29425	1.29222	1.29278	4275	0	1
2013.05.27	20:00:00	1.29271	1.29382	1.29251	1.29335	3537	0	1
2013.05.28	00:00:00	1.29332	1.29351	1.28839	1.29031	6055	0	1
2013.05.28	04:00:00	1.29032	1.29291	1.28973	1.29247	5488	0	1
2013.05.28	08:00:00	1.29249	1.29303	1.28927	1.29292	11974	0	1
2013.05.28	12:00:00	1.29288	1.29496	1.29079	1.29120	12555	0	1
2013.05.28	16:00:00	1.29125	1.29126	1.28523	1.28639	14117	0	1
2013.05.28	20:00:00	1.28641	1.28791	1.28493	1.28522	6995	0	1
2013.05.29	00:00:00	1.28522	1.28588	1.28415	1.28539	5931	0	1
2013.05.29	04:00:00	1.28539	1.28642	1.28378	1.28481	5262	0	1
2013.05.29	08:00:00	1.28480	1.28970	1.28466	1.28917	14779	0	1
2013.05.29	12:00:00	1.28918	1.29775	1.28828	1.29474	18862	0	1
2013.05.29	16:00:00	1.29476	1.29690	1.29188	1.29319	13960	0	1
2013.05.29	20:00:00	1.29319	1.29459	1.29269	1.29401	5580	0	1
2013.05.30	00:00:00	1.29398	1.29638	1.29334	1.29596	6743	0	1
2013.05.30	04:00:00	1.29593	1.29854	1.29498	1.29737	6447	0	1
2013.05.30	08:00:00	1.29737	1.30060	1.29509	1.29971	12786	0	1
2013.05.30	12:00:00	1.29969	1.30486	1.29416	1.30318	18931	0	1
2013.05.30	16:00:00	1.30316	1.30614	1.30272	1.30541	13490	0	1
2013.05.30	20:00:00	1.30542	1.30546	1.30386	1.30440	6052	0	1
2013.05.31	00:00:00	1.30458	1.30593	1.30372	1.30440	5966	0	1
2013.05.31	04:00:00	1.30441	1.30448	1.30307	1.30333	5573	0	1
2013.05.31	08:00:00	1.30339	1.30467	1.29754	1.29813	15594	0	1
2013.05.31	12:00:00	1.29813	1.30162	1.29671	1.29744	15595	0	1
2013.05.31	16:00:00	1.29747	1.29880	1.29442	1.29678	13883	0	1
2013.05.31	20:00:00	1.29684	1.30020	1.29647	1.29956	6412	0	1
2013.06.03	00:00:00	1.29922	1.30077	1.29849	1.29994	4780	0	1
2013.06.03	04:00:00	1.29996	1.30167	1.29985	1.30133	4871	0	1
2013.06.03	08:00:00	1.30132	1.30434	1.30099	1.30243	12377	0	1
2013.06.03	12:00:00	1.30245	1.30295	1.29555	1.29623	13297	0	1
2013.06.03	16:00:00	1.29622	1.31074	1.29622	1.30907	16158	0	1
2013.06.03	20:00:00	1.30907	1.30907	1.30678	1.30700	5820	0	1
2013.06.04	00:00:00	1.30699	1.30804	1.30633	1.30654	5582	0	1
2013.06.04	04:00:00	1.30654	1.30691	1.30566	1.30666	5328	0	1
2013.06.04	08:00:00	1.30666	1.30881	1.30519	1.30758	13040	0	1
2013.06.04	12:00:00	1.30760	1.31012	1.30561	1.30659	15046	0	1
2013.06.04	16:00:00	1.30657	1.30888	1.30426	1.30694	12004	0	1
2013.06.04	20:00:00	1.30692	1.30894	1.30663	1.30823	5611	0	1
2013.06.05	00:00:00	1.30821	1.30823	1.30651	1.30736	4676	0	1
2013.06.05	04:00:00	1.30735	1.30962	1.30713	1.30874	8354	0	1
2013.06.05	08:00:00	1.30874	1.31072	1.30532	1.30627	13804	0	1
2013.06.05	12:00:00	1.30626	1.31157	1.30553	1.30738	15185	0	1
2013.06.05	16:00:00	1.30734	1.31021	1.30644	1.30896	14150	0	1
2013.06.05	20:00:00	1.30897	1.31010	1.30797	1.30923	5971	0	1
2013.06.06	00:00:00	1.30923	1.30971	1.30749	1.30797	4558	0	10
2013.06.06	04:00:00	1.30798	1.31063	1.30774	1.31036	5399	0	3
2013.06.06	08:00:00	1.31035	1.31301	1.30971	1.31251	11713	0	3
2013.06.06	12:00:00	1.31252	1.31654	1.30906	1.31496	13926	0	3
2013.06.06	16:00:00	1.31500	1.33045	1.31328	1.32510	22395	0	4
